,endecasílabo
0,Barcelona producto en el proyecto
1,Barcelona el proyecto de la tierra
2,Barcelona contra la compromisa
3,Barcelona carbono a la producción
4,Barcelona su propia de la propia
5,Barcelona parte de la producción
6,Barcelona el mar de la consecuencia
7,Barcelona problema de reducir
8,Barcelona como la propia como
9,Barcelona como la contra el cambio
10,Barcelona contra la propia contra
11,Barcelona contra la compromisa
12,Barcelona la salud de la contrar
13,Barcelona el sistema climático
14,Barcelona contra las emisiones
15,Barcelona emisiones de carbono
16,Barcelona se producir el cambio
17,Barcelona cambio climático está
18,Barcelona climático está contra
19,Barcelona contrar la concentración
20,Barcelona contra la compromisa
21,Barcelona menos de la comprensión
22,Barcelona sobre la compromisa
23,Barcelona ser en la compromiso
24,Barcelona permitado en la propia
25,Barcelona contra las emisiones
26,Barcelona emisiones de carbono
27,Barcelona el cambio climático esta
28,Barcelona problema de la comprar
29,Barcelona en el contrado en el cambio
30,Barcelona el proceso de la propia
31,Barcelona contrar con la estrategia
32,Barcelona la cual con la producción
33,Barcelona la propia climática
34,Barcelona permitan para el cambio
35,Barcelona de carbono a la propia
36,Barcelona sobre la economía
37,Barcelona sobre la capacidad
38,Barcelona producción de la compra
39,Barcelona de la compra de cambio
40,Barcelona permitado en la propia
41,Barcelona propia de contra el cambio
42,Barcelona producto de la contrar
43,Barcelona las contrabulidades
44,Barcelona parte de la producción
45,Barcelona climático es la propia
46,Barcelona la propia contra el cambio
47,Barcelona contra la compromisa
48,Barcelona medio de la demanda
49,Barcelona la contra el combustible
50,Barcelona la mayor actividad
51,Barcelona permitado en la propia
52,Barcelona de la temperatura
53,Barcelona parte de la producción
54,Barcelona de las contribuciones
55,Barcelona capa de compromiso
56,Barcelona la propia compromiso
57,Barcelona compromiso de contra
58,Barcelona contra la compromisa
59,Barcelona producción de la compra
60,Barcelona de carbono a la propia
61,Barcelona a la propia de carbono
62,Barcelona contra la concentración
63,Barcelona contrar la compromisa
64,Barcelona la largo de la propia
65,Barcelona mayor posibilidad
66,Barcelona promedio de la compra
67,Barcelona de la temperatura
68,Barcelona ser de la concentración
69,Barcelona climático es un cambio
70,Barcelona contra la compromisa
71,Barcelona contrado de carbono
72,Barcelona producirá en la propia
73,Barcelona la energía en la propia
74,Barcelona el mar y la contra el cambio
75,Barcelona energía necesaria
76,Barcelona la capa de la compra
77,Barcelona la cual es el sistema
78,Barcelona energía contra el cambio
79,Barcelona esta mayor producida
80,Barcelona mar en la compromisa
81,Barcelona contra la compromisa
82,Barcelona propia de los procesos
83,Barcelona de la temperatura
84,Barcelona en el cambio climático
85,Barcelona de la compra de cambio
86,Barcelona cambio climático esta
87,Barcelona contra la compromisa
88,Barcelona de la temperatura
89,Barcelona permitado en la propia
90,Barcelona contra las emisiones
91,Barcelona una vez más de la contrar
92,Barcelona la propia contra el cambio
93,Barcelona menos de contra el cambio
94,Barcelona permitado en la cumbre
95,Barcelona la compra de consumo
96,Barcelona compromisa de cambio
97,Barcelona de cambio climático
98,Barcelona contra la compromiso
99,Barcelona marco de la secuedad
100,Barcelona contra la compromisa
101,Barcelona estado de la comprensión
102,Barcelona desarrollar la estada
103,Barcelona contra la compromisa
104,Barcelona mantenimiento sobre
105,Barcelona compromiso de todo
106,Barcelona todo la contra el cambio
107,Barcelona de la temperatura
108,Barcelona comprensión de la compra
109,Barcelona producción de la compra
110,Barcelona entre el cambio climático
111,Barcelona compromiso de contra
112,Barcelona parte de los países
113,Barcelona contra las emisiones
114,Barcelona emisiones de carbono
115,Barcelona climático establecir
116,Barcelona producción de la mayor
117,Barcelona de la mayor producción
118,Barcelona en el cambio climático
119,Barcelona contra la compromisa
120,Barcelona la capa de la contrar
121,Barcelona el mar de la contribución
122,Barcelona a el desarrollo sontente
123,Barcelona compromiso de carbón
124,Barcelona emisiones de carbono
125,Barcelona parte de la producción
126,Barcelona de la energía contra
127,Barcelona contra la concentración
128,Barcelona estado de la comprensión
129,Barcelona mar de la contribución
130,Barcelona un contrado en el contexto
131,Barcelona en la compromisa central
132,Barcelona el que producir el cambio
133,Barcelona compromiso en la ciencia
134,Barcelona en la ciencia de la contrar
135,Barcelona el cambio climático esta
136,Barcelona se producir el cambio
137,Barcelona la contrar los contrales
138,Barcelona el consumo de carbono
139,Barcelona carbono en la atmósfera
140,Barcelona la esta a la concentración
141,Barcelona permitado en la propia
142,Barcelona metos las emisiones
143,Barcelona producido en la propia
144,Barcelona en la propia contra el cambio
145,Barcelona energía para el cambio
146,Barcelona contra la concentración
147,Barcelona producto a la producción
148,Barcelona el calentamiento global
149,Barcelona contra la compromisa
150,Barcelona carbono a la producción
151,Barcelona contra la concentración
152,Barcelona contra la compromisa
153,Barcelona contra la contra el cambio
154,Barcelona contrado en la comprensión
155,Barcelona segundo las mayores
156,Barcelona las mayores producción
157,Barcelona contra la compromisa
158,Barcelona en el cambio climático
159,Barcelona el cambio climático esta
160,Barcelona problema de la propia
161,Barcelona la propia como contra
162,Barcelona contra la diversidad
163,Barcelona parte de la producción
164,Barcelona contra la contra el cambio
165,Barcelona contra las emisiones
166,Barcelona emisiones de carbono
167,Barcelona carbono de la propia
168,Barcelona con la propia de cambio
169,Barcelona desarrollar el cambio
170,Barcelona climático en el cambio
171,Barcelona contra la compromisa
172,Barcelona el mercado de la contrar
173,Barcelona ser seguir en el cambio
174,Barcelona contra la capacidad
175,Barcelona la propia contra el cambio
176,Barcelona contra la diversidad
177,Barcelona se prevenda a la propia
178,Barcelona contra la concentración
179,Barcelona la compromisa contra
180,Barcelona contra la concentración
181,Barcelona propia en la compromisa
182,Barcelona la propia contra el cambio
183,Barcelona cambio climático esta
184,Barcelona esta puede a la estratora
