,verse,terminacion
0,Tacoronte proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Tacoronte aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Tacoronte de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Tacoronte los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
4,Tacoronte los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,Tacoronte la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
6,Tacoronte nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
7,Tacoronte amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
8,Tacoronte el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
9,Tacoronte un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
10,Tacoronte márido de la carta,"[<'car':cVc>, <'ta':cV>]"
11,Tacoronte un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
12,Tacoronte de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
13,Tacoronte consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
14,Tacoronte en la segunda cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,Tacoronte de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
16,Tacoronte calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Tacoronte las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Tacoronte la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
19,Tacoronte la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
20,Tacoronte te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Tacoronte actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Tacoronte de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Tacoronte ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
24,Tacoronte el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
25,Tacoronte de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
26,Tacoronte compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
27,Tacoronte carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
28,Tacoronte re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Tacoronte considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
