,verse,terminacion
0,Tacoronte producto en el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
1,Tacoronte el proyecto de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
2,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
3,Tacoronte carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
4,Tacoronte su propia de la propia,"[<'pro':ccV>, <'pia':cvV>]"
5,Tacoronte parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
6,Tacoronte el mar de la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
7,Tacoronte problema de reducir,"[<'re':cV>, <'du':cv>, <'cir':cvc>]"
8,Tacoronte como la propia como,"[<'co':cV>, <'mo':cV>]"
9,Tacoronte como la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
10,Tacoronte contra la propia contra,"[<'con':cVc>, <'tra':ccV>]"
11,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
12,Tacoronte la salud de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
13,Tacoronte el sistema climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
14,Tacoronte contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
15,Tacoronte emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
16,Tacoronte se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
17,Tacoronte cambio climático está,"[<'es':Vs>, <'tá':cV>]"
18,Tacoronte climático está contra,"[<'con':cVc>, <'tra':ccV>]"
19,Tacoronte contrar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
20,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
21,Tacoronte menos de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
22,Tacoronte sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
23,Tacoronte ser en la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
24,Tacoronte permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
25,Tacoronte contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
26,Tacoronte emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
27,Tacoronte el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
28,Tacoronte problema de la comprar,"[<'com':cVc>, <'prar':ccVc>]"
29,Tacoronte en el contrado en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,Tacoronte el proceso de la propia,"[<'pro':ccV>, <'pia':cvV>]"
31,Tacoronte contrar con la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
32,Tacoronte la cual con la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
33,Tacoronte la propia climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
34,Tacoronte permitan para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
35,Tacoronte de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
36,Tacoronte sobre la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
37,Tacoronte sobre la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
38,Tacoronte producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
39,Tacoronte de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
40,Tacoronte permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
41,Tacoronte propia de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
42,Tacoronte producto de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
43,Tacoronte las contrabulidades,"[<'con':cVc>, <'tra':ccV>, <'bu':cv>, <'li':cv>, <'da':cV>, <'des':cVs>]"
44,Tacoronte parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
45,Tacoronte climático es la propia,"[<'pro':ccV>, <'pia':cvV>]"
46,Tacoronte la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
47,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
48,Tacoronte medio de la demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
49,Tacoronte la contra el combustible,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'ble':ccV>]"
50,Tacoronte la mayor actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
51,Tacoronte permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
52,Tacoronte de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Tacoronte parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
54,Tacoronte de las contribuciones,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'cio':cvV>, <'nes':cVs>]"
55,Tacoronte capa de compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
56,Tacoronte la propia compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
57,Tacoronte compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
58,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
59,Tacoronte producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
60,Tacoronte de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
61,Tacoronte a la propia de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
62,Tacoronte contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
63,Tacoronte contrar la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
64,Tacoronte la largo de la propia,"[<'pro':ccV>, <'pia':cvV>]"
65,Tacoronte mayor posibilidad,"[<'po':cV>, <'si':sv>, <'bi':cv>, <'li':cv>, <'dad':cVc>]"
66,Tacoronte promedio de la compra,"[<'com':cVc>, <'pra':ccV>]"
67,Tacoronte de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
68,Tacoronte ser de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
69,Tacoronte climático es un cambio,"[<'cam':cVc>, <'bio':cvV>]"
70,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
71,Tacoronte contrado de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
72,Tacoronte producirá en la propia,"[<'pro':ccV>, <'pia':cvV>]"
73,Tacoronte la energía en la propia,"[<'pro':ccV>, <'pia':cvV>]"
74,Tacoronte el mar y la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
75,Tacoronte energía necesaria,"[<'ne':cV>, <'ce':cV>, <'sa':sV>, <'ria':cvV>]"
76,Tacoronte la capa de la compra,"[<'com':cVc>, <'pra':ccV>]"
77,Tacoronte la cual es el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
78,Tacoronte energía contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
79,Tacoronte esta mayor producida,"[<'pro':ccV>, <'du':cv>, <'ci':cv>, <'da':cV>]"
80,Tacoronte mar en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
81,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
82,Tacoronte propia de los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
83,Tacoronte de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
84,Tacoronte en el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
85,Tacoronte de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
86,Tacoronte cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
87,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
88,Tacoronte de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
89,Tacoronte permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
90,Tacoronte contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
91,Tacoronte una vez más de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
92,Tacoronte la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
93,Tacoronte menos de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
94,Tacoronte permitado en la cumbre,"[<'cum':cvc>, <'bre':ccV>]"
95,Tacoronte la compra de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
96,Tacoronte compromisa de cambio,"[<'cam':cVc>, <'bio':cvV>]"
97,Tacoronte de cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
98,Tacoronte contra la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
99,Tacoronte marco de la secuedad,"[<'se':sV>, <'cue':cvV>, <'dad':cVc>]"
100,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
101,Tacoronte estado de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
102,Tacoronte desarrollar la estada,"[<'es':Vs>, <'ta':cV>, <'da':cV>]"
103,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
104,Tacoronte mantenimiento sobre,"[<'so':sV>, <'bre':ccV>]"
105,Tacoronte compromiso de todo,"[<'to':cV>, <'do':cV>]"
106,Tacoronte todo la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
107,Tacoronte de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
108,Tacoronte comprensión de la compra,"[<'com':cVc>, <'pra':ccV>]"
109,Tacoronte producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
110,Tacoronte entre el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
111,Tacoronte compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
112,Tacoronte parte de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
113,Tacoronte contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
114,Tacoronte emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
115,Tacoronte climático establecir,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'cir':cvc>]"
116,Tacoronte producción de la mayor,"[<'ma':cV>, <'yor':cVc>]"
117,Tacoronte de la mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
118,Tacoronte en el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
119,Tacoronte contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
120,Tacoronte la capa de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
121,Tacoronte el mar de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
122,Tacoronte a el desarrollo sontente,"[<'son':sVc>, <'ten':cVc>, <'te':cV>]"
123,Tacoronte compromiso de carbón,"[<'car':cVc>, <'bón':cVc>]"
124,Tacoronte emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
125,Tacoronte parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
126,Tacoronte de la energía contra,"[<'con':cVc>, <'tra':ccV>]"
127,Tacoronte contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
128,Tacoronte estado de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
129,Tacoronte mar de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
130,Tacoronte un contrado en el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
131,Tacoronte en la compromisa central,"[<'cen':cVc>, <'tral':ccVc>]"
132,Tacoronte el que producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
133,Tacoronte compromiso en la ciencia,"[<'cien':cvVc>, <'cia':cvV>]"
134,Tacoronte en la ciencia de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
135,Tacoronte el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
136,Tacoronte se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
137,Tacoronte la contrar los contrales,"[<'con':cVc>, <'tra':ccV>, <'les':cVs>]"
138,Tacoronte el consumo de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
139,Tacoronte carbono en la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
140,Tacoronte la esta a la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
141,Tacoronte permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
142,Tacoronte metos las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
143,Tacoronte producido en la propia,"[<'pro':ccV>, <'pia':cvV>]"
144,Tacoronte en la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
145,Tacoronte energía para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
146,Tacoronte contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
147,Tacoronte producto a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
148,Tacoronte el calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
