,endecasílabo
0,Phoenix permitado en la atmósfera
1,Phoenix esta mayor política
2,Phoenix de carbono a la producción
3,Phoenix problema de compromiso
4,Phoenix modelos de compromiso
5,Phoenix esta mayor producida
6,Phoenix contribución de la propia
7,Phoenix carbono en la concentración
8,Phoenix menos de la consecuencia
9,Phoenix parte de la concentración
10,Phoenix parte de la concentración
11,Phoenix mundial de la concentración
12,Phoenix contribución de la compra
13,Phoenix el problema de reducir
14,Phoenix mayor parte de la salud
15,Phoenix estado como la propia
16,Phoenix marca de la concentración
17,Phoenix mayor en la compromisa
18,Phoenix climático como el cambio
19,Phoenix como el cambio climático
20,Phoenix producto en la compromisa
21,Phoenix en la salud de la contrar
22,Phoenix marco de la concentración
23,Phoenix climático en la atmósfera
24,Phoenix el cambio climático está
25,Phoenix esta esta mayor producción
26,Phoenix marca de la concentración
27,Phoenix parte de la contra el cambio
28,Phoenix política en la producción
29,Phoenix climática y el cambio
30,Phoenix al menos de la comprensión
31,Phoenix carbono en la compromisa
32,Phoenix propia de la concentración
33,Phoenix contra el cambio climático
34,Phoenix el cambio climático esta
35,Phoenix estado en la concentración
36,Phoenix contra el cambio climático
37,Phoenix menos de la compromisa
38,Phoenix la compra de compromiso
39,Phoenix marco de la concentración
40,Phoenix la comprar en la producción
41,Phoenix por el contral de la propia
42,Phoenix la contrar con la estrategia
43,Phoenix permitado de la propia
44,Phoenix de la propia climática
45,Phoenix para el cambio climático
46,Phoenix contra el cambio climático
47,Phoenix estado en la consecuencia
48,Phoenix la producción de la compra
49,Phoenix permitado de la compra
50,Phoenix parte de la compromisa
51,Phoenix estado su proporciona
52,Phoenix la propia de contra el cambio
53,Phoenix producirá a la energía
54,Phoenix en las contrabulidades
55,Phoenix permitado de la propia
56,Phoenix de la propia contra el cambio
57,Phoenix menos de la concentración
58,Phoenix permitado por la propia
59,Phoenix a la contra el combustible
60,Phoenix parte de la compromisa
61,Phoenix e la mayor actividad
62,Phoenix contra el cambio climático
63,Phoenix contra el cambio climático
64,Phoenix menos precipitaciones
65,Phoenix permita de la producción
66,Phoenix la capa de compromiso
67,Phoenix en la propia compromiso
68,Phoenix de contra la compromisa
69,Phoenix estado sobre la propia
70,Phoenix menos de la compromisa
71,Phoenix por el mar en la producción
72,Phoenix permita en la compromisa
73,Phoenix la producción de la compra
74,Phoenix contra el cambio climático
75,Phoenix permitado de la estado
76,Phoenix producido a la energía
77,Phoenix parte de la contra el cambio
78,Phoenix de contra la compromisa
79,Phoenix la contrar la compromisa
80,Phoenix comprensión de la producción
81,Phoenix propia con la compromisa
82,Phoenix permita en la compromisa
83,Phoenix por el cambio climático
84,Phoenix problema de la producción
85,Phoenix estado en la concentración
86,Phoenix parte de la compromisa
87,Phoenix la propia de la comprensión
88,Phoenix permitado en la producción
89,Phoenix seguir en la contribución
90,Phoenix la estada de compromiso
91,Phoenix parte de la concentración
92,Phoenix la propia como el problema
93,Phoenix problema con la atmósfera
94,Phoenix el contrado de carbono
95,Phoenix carbono que la comprensión
96,Phoenix la compromisa de deces
97,Phoenix deces con la compromisa
98,Phoenix se producirá en la propia
99,Phoenix esta mayor contra el cambio
100,Phoenix manor en la compromisa
101,Phoenix estado en la compromisa
102,Phoenix el mar y la contra el cambio
103,Phoenix modelo de la producción
104,Phoenix la energía necesaria
105,Phoenix los combustibles fósiles
106,Phoenix la propia como el estado
107,Phoenix a la capa de la compra
108,Phoenix compromiso de carbono
109,Phoenix carbono y el problema
110,Phoenix la energía contra el cambio
111,Phoenix contribución de la compra
112,Phoenix se esta mayor producida
113,Phoenix compromiso de la capa
114,Phoenix producto a las emisiones
115,Phoenix la propia de los procesos
116,Phoenix estado en la concentración
117,Phoenix segundo de la producción
118,Phoenix la comprensión de la propia
119,Phoenix permitado en la comprensión
120,Phoenix en el cambio climático
121,Phoenix el cambio climático esta
122,Phoenix parte de la concentración
123,Phoenix parte de la compromisa
124,Phoenix climático en la producción
125,Phoenix parte de la compromisa
126,Phoenix la producción de la compra
127,Phoenix la compra de la producción
128,Phoenix menos de la compromisa
129,Phoenix una vez más de la contrar
130,Phoenix marco de la concentración
131,Phoenix menos en la concentración
132,Phoenix ser estado a la producción
133,Phoenix contra el cambio climático
134,Phoenix los procesos de carbono
135,Phoenix seguridad establecir
136,Phoenix parte de la contribución
137,Phoenix parte de la compromisa
138,Phoenix a la propia contra el cambio
139,Phoenix consecuencia de la contrar
140,Phoenix la contrar la compromisa
141,Phoenix la compra de la estructura
142,Phoenix contra el cambio climático
143,Phoenix de la compra de consumo
144,Phoenix la compromisa de cambio
145,Phoenix por el cambio climático
146,Phoenix permitado en el promedio
147,Phoenix la estado de la comprensión
148,Phoenix estado se desarrollar
149,Phoenix se desarrollar la estada
150,Phoenix mercado de la energía
151,Phoenix estado en la contribución
152,Phoenix carbono en la compromisa
153,Phoenix menos de la concentración
154,Phoenix permitado en la producción
155,Phoenix contración de la producción
156,Phoenix de todo la contra el cambio
157,Phoenix menos de la concentración
158,Phoenix estado en la compromisa
159,Phoenix contra el cambio climático
160,Phoenix la comprensión de la compra
161,Phoenix la producción de la compra
162,Phoenix parte de la concentración
163,Phoenix menos de la concentración
164,Phoenix proceso de esta producción
165,Phoenix proceso de compromiso
166,Phoenix sin embargo se producir
167,Phoenix contra el mar en la atmósfera
168,Phoenix de compromiso de contra
169,Phoenix contra la temperatura
170,Phoenix menos de la concentración
171,Phoenix carbono que los países
172,Phoenix la producción de la mayor
173,Phoenix problema de la producción
174,Phoenix de compromiso de contra
175,Phoenix menos de la contribución
176,Phoenix por el cambio climático
177,Phoenix climático y la propia
178,Phoenix de compromiso de carbón
179,Phoenix carbono en la compromisa
180,Phoenix permitado de la tierra
181,Phoenix emisiones de carbono
182,Phoenix carbono por un problema
183,Phoenix estado en la contra el cambio
184,Phoenix de combustibles fósiles
185,Phoenix producto en la concentración
186,Phoenix proceso de compromiso
187,Phoenix esta mayor producida
188,Phoenix estado en la compromisa
189,Phoenix contra el cambio climático
190,Phoenix medida de compromiso
191,Phoenix la estado de la comprensión
192,Phoenix parte de la comprendencia
193,Phoenix estado en la concentración
194,Phoenix el mar de la contribución
195,Phoenix la comprensión de la compra
196,Phoenix de la compra de carbono
197,Phoenix proceso de compromiso
198,Phoenix estado con la atmósfera
199,Phoenix estado se desarrollar
200,Phoenix desarrollar el problema
201,Phoenix un contrado en el contexto
202,Phoenix compromiso de la contrar
203,Phoenix la compromisa de cambio
204,Phoenix estado en la concentración
205,Phoenix estado de contra el cambio
206,Phoenix el que producir el cambio
207,Phoenix en la ciencia de la contrar
208,Phoenix contra el cambio climático
209,Phoenix el cambio climático esta
210,Phoenix en la contrar los contrales
211,Phoenix segundo contra la propia
212,Phoenix actual de la contra el cambio
213,Phoenix la propia de compromiso
214,Phoenix la propia de compromiso
215,Phoenix compromiso de la compra
216,Phoenix de carbono en la atmósfera
217,Phoenix menos en la contribución
218,Phoenix menos en las emisiones
219,Phoenix carbono en la compromisa
220,Phoenix ento de la consecuencia
221,Phoenix ser producido en la propia
222,Phoenix en la propia contra el cambio
223,Phoenix la energía para el cambio
224,Phoenix parte de la concentración
225,Phoenix el calentamiento global
226,Phoenix de carbono a la producción
227,Phoenix de compromiso de cambio
228,Phoenix tendría en la consecuencia
229,Phoenix consecuencia de la contrar
230,Phoenix la contrar la concentración
231,Phoenix de contra la contra el cambio
232,Phoenix al contrado en la comprensión
233,Phoenix e en el cambio climático
234,Phoenix de la propia como contra
235,Phoenix producto en la contra el cambio
236,Phoenix productos de la producción
237,Phoenix propio con la concentración
238,Phoenix estado en la compromisa
239,Phoenix de carbono de la propia
240,Phoenix estado en la compromisa
241,Phoenix marca de la concentración
242,Phoenix producción de la producción
243,Phoenix contra la compromicado
244,Phoenix la producción de la compra
245,Phoenix países de contra el cambio
246,Phoenix se desarrollar el cambio
247,Phoenix problema de compromiso
248,Phoenix medida de la intersidad
249,Phoenix conjunto de compromiso
250,Phoenix la producción de la compra
251,Phoenix estado en la concentración
252,Phoenix consecuencia de la compren
253,Phoenix la compren de consecuencia
254,Phoenix estado de la comprensión
255,Phoenix estado en la concentración
256,Phoenix parte de la contribución
257,Phoenix contra el cambio climático
258,Phoenix compromiso de la mayor
259,Phoenix a la propia contra el cambio
260,Phoenix en la compromisa contra
261,Phoenix secuedad de la atmósfera
262,Phoenix la mayor por la producción
263,Phoenix la producción de la compra
264,Phoenix estado de compromiso
265,Phoenix la propia en la compromisa
266,Phoenix contra el cambio climático
267,Phoenix estado en la conferencia
268,Phoenix estados de contra el cambio
269,Phoenix la demanda de la propia
270,Phoenix de la propia contra el cambio
271,Phoenix el cambio climático esta
272,Phoenix contra el cambio climático
273,Phoenix la intersidad biológica
274,Phoenix la compromisa continuar
275,Phoenix de la contrar la contración
276,Phoenix estado se desarrollar
277,Phoenix parte de la compromisa
278,Phoenix estado en la concentración
279,Phoenix contra el cambio climático
280,Phoenix contra el cambio climático
281,Phoenix en la propia de consumo
282,Phoenix parte de la contra el cambio
283,Phoenix permitado en el consumo
284,Phoenix estado se desarrollar
285,Phoenix parte de la contra el cambio
286,Phoenix menos de la concentración
287,Phoenix el mar de la concentración
