,verse,terminacion
0,Hamilton del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Hamilton aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Hamilton países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
3,Hamilton los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
4,Hamilton partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
5,Hamilton de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Hamilton para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
7,Hamilton contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Hamilton las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Hamilton de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Hamilton de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Hamilton sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Hamilton a el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
13,Hamilton un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
14,Hamilton ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
15,Hamilton el consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
16,Hamilton el calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Hamilton contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Hamilton guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
19,Hamilton a la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
20,Hamilton a la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
21,Hamilton la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Hamilton es de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Hamilton el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
24,Hamilton diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Hamilton n el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
26,Hamilton me considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
27,Hamilton al siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
28,Hamilton los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
29,Hamilton se desalian el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
30,Hamilton especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
31,Hamilton ir el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
32,Hamilton correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
33,Hamilton para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
34,Hamilton y los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
35,Hamilton la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
36,Hamilton de los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
37,Hamilton de calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Hamilton la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
39,Hamilton contribución en la esta alla,"[<'a':V>, <'lla':ccV>]"
40,Hamilton salia del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
