,verse,terminacion
0,Rio de Janeiro ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Rio de Janeiro la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Rio de Janeiro de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Rio de Janeiro de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Rio de Janeiro entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
5,Rio de Janeiro países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Rio de Janeiro contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Rio de Janeiro eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
8,Rio de Janeiro de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Rio de Janeiro marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Rio de Janeiro los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Rio de Janeiro de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
12,Rio de Janeiro de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,Rio de Janeiro es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
14,Rio de Janeiro la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,Rio de Janeiro s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
16,Rio de Janeiro de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
17,Rio de Janeiro la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
18,Rio de Janeiro nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
19,Rio de Janeiro estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
20,Rio de Janeiro de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Rio de Janeiro para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
22,Rio de Janeiro gustos de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Rio de Janeiro la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
24,Rio de Janeiro de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Rio de Janeiro la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
26,Rio de Janeiro la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
27,Rio de Janeiro en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
28,Rio de Janeiro el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
29,Rio de Janeiro que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
30,Rio de Janeiro el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
31,Rio de Janeiro cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
32,Rio de Janeiro en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
33,Rio de Janeiro s es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
34,Rio de Janeiro es un convenio sobre,"[<'so':sV>, <'bre':ccV>]"
35,Rio de Janeiro de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
36,Rio de Janeiro medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
37,Rio de Janeiro la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
38,Rio de Janeiro del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
39,Rio de Janeiro la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
40,Rio de Janeiro de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
41,Rio de Janeiro de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
42,Rio de Janeiro los actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
43,Rio de Janeiro para que se poner,"[<'po':cV>, <'ner':cVc>]"
44,Rio de Janeiro la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
45,Rio de Janeiro albiente con su fecha,"[<'fec':cVc>, <'ha':cV>]"
46,Rio de Janeiro de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
47,Rio de Janeiro de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
48,Rio de Janeiro las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
49,Rio de Janeiro lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
50,Rio de Janeiro el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
51,Rio de Janeiro de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
52,Rio de Janeiro que se pode para,"[<'pa':cV>, <'ra':cV>]"
53,Rio de Janeiro un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
54,Rio de Janeiro de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
55,Rio de Janeiro la forma de casa,"[<'ca':cV>, <'sa':sV>]"
56,Rio de Janeiro emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
57,Rio de Janeiro de gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
58,Rio de Janeiro desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
59,Rio de Janeiro casa de la mayor,"[<'ma':cV>, <'yor':cVc>]"
60,Rio de Janeiro de las principales,"[<'prin':ccvc>, <'ci':cv>, <'pa':cV>, <'les':cVs>]"
61,Rio de Janeiro a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
62,Rio de Janeiro del clima en la tierra,"[<'tie':cvV>, <'rra':ccV>]"
63,Rio de Janeiro mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
64,Rio de Janeiro el mercado probable,"[<'pro':ccV>, <'ba':cV>, <'ble':ccV>]"
65,Rio de Janeiro a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
66,Rio de Janeiro y las oficinas,"[<'o':V>, <'fi':cv>, <'ci':cv>, <'nas':cVs>]"
67,Rio de Janeiro de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
68,Rio de Janeiro de esta incentidumbre,"[<'in':vc>, <'cen':cVc>, <'ti':cv>, <'dum':cvc>, <'bre':ccV>]"
69,Rio de Janeiro para estados para,"[<'pa':cV>, <'ra':cV>]"
70,Rio de Janeiro de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
71,Rio de Janeiro energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
72,Rio de Janeiro s son los proyectos,"[<'pro':ccV>, <'yec':cVc>, <'tos':cVs>]"
73,Rio de Janeiro actual con el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
74,Rio de Janeiro se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
75,Rio de Janeiro de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
76,Rio de Janeiro s registrar como,"[<'co':cV>, <'mo':cV>]"
77,Rio de Janeiro clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
78,Rio de Janeiro biente de la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
79,Rio de Janeiro aumento del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
80,Rio de Janeiro compensario que están,"[<'es':Vs>, <'tán':cVc>]"
81,Rio de Janeiro que están en el medio,"[<'me':cV>, <'dio':cvV>]"
82,Rio de Janeiro de las inversiones,"[<'in':vc>, <'ver':cVc>, <'sio':svV>, <'nes':cVs>]"
