,verse,terminacion
0,North Shore proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,North Shore aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,North Shore de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
3,North Shore parte de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
4,North Shore los países contigo,"[<'con':cVc>, <'ti':cv>, <'go':cV>]"
5,North Shore los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,North Shore la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,North Shore almo de la electricidad,"[<'e':V>, <'lec':cVc>, <'tri':ccv>, <'ci':cv>, <'dad':cVc>]"
8,North Shore de los actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
9,North Shore amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
10,North Shore el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
11,North Shore un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
12,North Shore un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
13,North Shore de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
14,North Shore consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
15,North Shore en la segunda cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
16,North Shore carbón en la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
17,North Shore calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
18,North Shore proceso de la empiente,"[<'em':Vc>, <'pien':cvVc>, <'te':cV>]"
19,North Shore la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
20,North Shore la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
21,North Shore actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,North Shore de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,North Shore el que se definitica,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ti':cv>, <'ca':cV>]"
24,North Shore pero la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
25,North Shore el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
26,North Shore de emisión y incluyen,"[<'in':vc>, <'clu':ccv>, <'yen':cVc>]"
27,North Shore efectos de la delación,"[<'de':cV>, <'la':cV>, <'ción':cvVc>]"
28,North Shore considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
29,North Shore siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
30,North Shore xx los estados desde,"[<'des':cVs>, <'de':cV>]"
31,North Shore hay que se viere para,"[<'pa':cV>, <'ra':cV>]"
32,North Shore se viere para el solo,"[<'so':sV>, <'lo':cV>]"
33,North Shore desalian el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
34,North Shore especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
35,North Shore de la ommera cubierta,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>]"
36,North Shore de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
37,North Shore los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
38,North Shore sobre el proyecto sobre,"[<'so':sV>, <'bre':ccV>]"
39,North Shore conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
40,North Shore los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
41,North Shore calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
42,North Shore el carbón y al contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
43,North Shore su porque tu terrente,"[<'te':cV>, <'rren':ccVc>, <'te':cV>]"
44,North Shore las precipitaciones,"[<'pre':ccV>, <'ci':cv>, <'pi':cv>, <'ta':cV>, <'cio':cvV>, <'nes':cVs>]"
45,North Shore sonientia con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
46,North Shore los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
47,North Shore aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
48,North Shore procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
49,North Shore general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
50,North Shore el amor con los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
51,North Shore se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
52,North Shore calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
53,North Shore efectos de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
54,North Shore el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
55,North Shore temperatura medio,"[<'me':cV>, <'dio':cvV>]"
56,North Shore de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
57,North Shore la seguridad entre,"[<'en':Vc>, <'tre':ccV>]"
58,North Shore de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,North Shore por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
60,North Shore pode para las partes,"[<'par':cVc>, <'tes':cVs>]"
61,North Shore también es muy probable,"[<'pro':ccV>, <'ba':cV>, <'ble':ccV>]"
62,North Shore forma de casa informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
63,North Shore consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
64,North Shore descual de la cumpira,"[<'cum':cvc>, <'pi':cv>, <'ra':cV>]"
65,North Shore para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
66,North Shore podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
67,North Shore las oficinas para,"[<'pa':cV>, <'ra':cV>]"
68,North Shore mayoría del control,"[<'con':cVc>, <'trol':ccVc>]"
69,North Shore ambiente la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
70,North Shore bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
71,North Shore en el correcionar nuestra,"[<'nues':cvVs>, <'tra':ccV>]"
72,North Shore de los comparaciones,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'cio':cvV>, <'nes':cVs>]"
73,North Shore comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
74,North Shore por consumidor para,"[<'pa':cV>, <'ra':cV>]"
75,North Shore para las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
76,North Shore siglo xx que los partes,"[<'par':cVc>, <'tes':cVs>]"
77,North Shore los combustibles fueron,"[<'fue':cvV>, <'ron':cVc>]"
78,North Shore las pautas de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
79,North Shore pertida de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
