,verse,terminacion
0,Nosy Varika ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Nosy Varika la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Nosy Varika de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Nosy Varika de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Nosy Varika entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
5,Nosy Varika países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Nosy Varika contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Nosy Varika eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
8,Nosy Varika de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Nosy Varika marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Nosy Varika los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Nosy Varika de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
12,Nosy Varika de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,Nosy Varika es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
14,Nosy Varika la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,Nosy Varika s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
16,Nosy Varika de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
17,Nosy Varika la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
18,Nosy Varika nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
19,Nosy Varika estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
20,Nosy Varika de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Nosy Varika para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
22,Nosy Varika gustos de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Nosy Varika la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
24,Nosy Varika de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Nosy Varika la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
26,Nosy Varika la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
27,Nosy Varika en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
28,Nosy Varika el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
29,Nosy Varika que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
30,Nosy Varika el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
31,Nosy Varika cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
32,Nosy Varika en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
33,Nosy Varika s es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
34,Nosy Varika es un convenio sobre,"[<'so':sV>, <'bre':ccV>]"
35,Nosy Varika de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
36,Nosy Varika medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
37,Nosy Varika la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
38,Nosy Varika del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
39,Nosy Varika la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
40,Nosy Varika de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
41,Nosy Varika de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
42,Nosy Varika los actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
43,Nosy Varika para que se poner,"[<'po':cV>, <'ner':cVc>]"
44,Nosy Varika la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
45,Nosy Varika albiente con su fecha,"[<'fec':cVc>, <'ha':cV>]"
46,Nosy Varika de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
47,Nosy Varika de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
48,Nosy Varika las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
49,Nosy Varika lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
50,Nosy Varika el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
51,Nosy Varika de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
52,Nosy Varika que se pode para,"[<'pa':cV>, <'ra':cV>]"
53,Nosy Varika un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
54,Nosy Varika de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
55,Nosy Varika la forma de casa,"[<'ca':cV>, <'sa':sV>]"
56,Nosy Varika emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
57,Nosy Varika de gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
58,Nosy Varika desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
59,Nosy Varika casa de la mayor,"[<'ma':cV>, <'yor':cVc>]"
60,Nosy Varika de las principales,"[<'prin':ccvc>, <'ci':cv>, <'pa':cV>, <'les':cVs>]"
61,Nosy Varika a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
62,Nosy Varika del clima en la tierra,"[<'tie':cvV>, <'rra':ccV>]"
63,Nosy Varika mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
64,Nosy Varika el mercado probable,"[<'pro':ccV>, <'ba':cV>, <'ble':ccV>]"
65,Nosy Varika a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
66,Nosy Varika y las oficinas,"[<'o':V>, <'fi':cv>, <'ci':cv>, <'nas':cVs>]"
67,Nosy Varika de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
68,Nosy Varika de esta incentidumbre,"[<'in':vc>, <'cen':cVc>, <'ti':cv>, <'dum':cvc>, <'bre':ccV>]"
69,Nosy Varika para estados para,"[<'pa':cV>, <'ra':cV>]"
70,Nosy Varika de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
71,Nosy Varika energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
72,Nosy Varika s son los proyectos,"[<'pro':ccV>, <'yec':cVc>, <'tos':cVs>]"
73,Nosy Varika actual con el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
74,Nosy Varika se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
75,Nosy Varika de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
76,Nosy Varika s registrar como,"[<'co':cV>, <'mo':cV>]"
77,Nosy Varika clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
78,Nosy Varika biente de la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
79,Nosy Varika aumento del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
80,Nosy Varika compensario que están,"[<'es':Vs>, <'tán':cVc>]"
81,Nosy Varika que están en el medio,"[<'me':cV>, <'dio':cvV>]"
82,Nosy Varika de las inversiones,"[<'in':vc>, <'ver':cVc>, <'sio':svV>, <'nes':cVs>]"
83,Nosy Varika de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
84,Nosy Varika la población están,"[<'es':Vs>, <'tán':cVc>]"
85,Nosy Varika disculpa en la lado,"[<'la':cV>, <'do':cV>]"
86,Nosy Varika de los medios de este,"[<'es':Vs>, <'te':cV>]"
87,Nosy Varika n establecida,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'ci':cv>, <'da':cV>]"
88,Nosy Varika de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
89,Nosy Varika de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
90,Nosy Varika puedo estar la salud,"[<'sa':sV>, <'lud':cvc>]"
91,Nosy Varika efectos para el amor,"[<'a':V>, <'mor':cVc>]"
92,Nosy Varika el amor de la función,"[<'fun':cvc>, <'ción':cvVc>]"
93,Nosy Varika de mantenida entre,"[<'en':Vc>, <'tre':ccV>]"
94,Nosy Varika pueden el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
95,Nosy Varika mercado que el amor,"[<'a':V>, <'mor':cVc>]"
96,Nosy Varika que el amor de viento,"[<'vien':cvVc>, <'to':cV>]"
97,Nosy Varika de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
