,verse,terminacion
0,Rostov-na-Donu ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Rostov-na-Donu la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Rostov-na-Donu de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Rostov-na-Donu de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Rostov-na-Donu entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
5,Rostov-na-Donu países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Rostov-na-Donu contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Rostov-na-Donu eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
8,Rostov-na-Donu de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Rostov-na-Donu marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Rostov-na-Donu los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Rostov-na-Donu de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
12,Rostov-na-Donu de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,Rostov-na-Donu es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
14,Rostov-na-Donu la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,Rostov-na-Donu s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
16,Rostov-na-Donu de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
17,Rostov-na-Donu la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
18,Rostov-na-Donu nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
19,Rostov-na-Donu estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
20,Rostov-na-Donu de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Rostov-na-Donu para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
22,Rostov-na-Donu gustos de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Rostov-na-Donu la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
24,Rostov-na-Donu de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Rostov-na-Donu la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
26,Rostov-na-Donu la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
27,Rostov-na-Donu en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
28,Rostov-na-Donu el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
29,Rostov-na-Donu que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
30,Rostov-na-Donu el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
31,Rostov-na-Donu cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
32,Rostov-na-Donu en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
33,Rostov-na-Donu s es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
34,Rostov-na-Donu es un convenio sobre,"[<'so':sV>, <'bre':ccV>]"
35,Rostov-na-Donu de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
36,Rostov-na-Donu medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
37,Rostov-na-Donu la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
38,Rostov-na-Donu del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
39,Rostov-na-Donu la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
40,Rostov-na-Donu de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
41,Rostov-na-Donu de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
42,Rostov-na-Donu los actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
43,Rostov-na-Donu para que se poner,"[<'po':cV>, <'ner':cVc>]"
44,Rostov-na-Donu la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
45,Rostov-na-Donu albiente con su fecha,"[<'fec':cVc>, <'ha':cV>]"
46,Rostov-na-Donu de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
47,Rostov-na-Donu de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
48,Rostov-na-Donu las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
49,Rostov-na-Donu lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
50,Rostov-na-Donu el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
51,Rostov-na-Donu de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
52,Rostov-na-Donu que se pode para,"[<'pa':cV>, <'ra':cV>]"
53,Rostov-na-Donu un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
54,Rostov-na-Donu de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
55,Rostov-na-Donu la forma de casa,"[<'ca':cV>, <'sa':sV>]"
56,Rostov-na-Donu emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
57,Rostov-na-Donu de gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
58,Rostov-na-Donu desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
59,Rostov-na-Donu casa de la mayor,"[<'ma':cV>, <'yor':cVc>]"
60,Rostov-na-Donu de las principales,"[<'prin':ccvc>, <'ci':cv>, <'pa':cV>, <'les':cVs>]"
61,Rostov-na-Donu a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
62,Rostov-na-Donu del clima en la tierra,"[<'tie':cvV>, <'rra':ccV>]"
63,Rostov-na-Donu mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
64,Rostov-na-Donu el mercado probable,"[<'pro':ccV>, <'ba':cV>, <'ble':ccV>]"
65,Rostov-na-Donu a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
66,Rostov-na-Donu y las oficinas,"[<'o':V>, <'fi':cv>, <'ci':cv>, <'nas':cVs>]"
67,Rostov-na-Donu de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
68,Rostov-na-Donu de esta incentidumbre,"[<'in':vc>, <'cen':cVc>, <'ti':cv>, <'dum':cvc>, <'bre':ccV>]"
69,Rostov-na-Donu para estados para,"[<'pa':cV>, <'ra':cV>]"
70,Rostov-na-Donu de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
71,Rostov-na-Donu energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
72,Rostov-na-Donu s son los proyectos,"[<'pro':ccV>, <'yec':cVc>, <'tos':cVs>]"
73,Rostov-na-Donu actual con el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
74,Rostov-na-Donu se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
75,Rostov-na-Donu de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
76,Rostov-na-Donu s registrar como,"[<'co':cV>, <'mo':cV>]"
77,Rostov-na-Donu clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
78,Rostov-na-Donu biente de la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
