,endecasílabo
0,Arrecife permitado en la atmósfera
1,Arrecife en el proyecto de la tierra
2,Arrecife de carbono a la producción
3,Arrecife problema de compromiso
4,Arrecife modelos de compromiso
5,Arrecife contribución de la propia
6,Arrecife entre el mar de la concentración
7,Arrecife carbono en la concentración
8,Arrecife menos de la consecuencia
9,Arrecife parte de la concentración
10,Arrecife parte de la concentración
11,Arrecife mundial de la concentración
12,Arrecife contribución de la compra
13,Arrecife mayor parte de la salud
14,Arrecife marca de la concentración
15,Arrecife mayor en la compromisa
16,Arrecife climático como el cambio
17,Arrecife como el cambio climático
18,Arrecife producto en la compromisa
19,Arrecife el petróleo y la propia
20,Arrecife marco de la concentración
21,Arrecife climático en la atmósfera
22,Arrecife está contra la compromica
23,Arrecife marca de la concentración
24,Arrecife parte de la contra el cambio
25,Arrecife política en la producción
26,Arrecife climática y el cambio
27,Arrecife carbono en la compromisa
28,Arrecife propia de la concentración
29,Arrecife contra el cambio climático
30,Arrecife contra el cambio climático
31,Arrecife el cambio climático sobre
32,Arrecife menos de la compromisa
33,Arrecife la compra de compromiso
34,Arrecife marco de la concentración
35,Arrecife la comprar en la producción
36,Arrecife por el contral de la propia
37,Arrecife el contral de la propia contra
38,Arrecife en el proceso de la propia
39,Arrecife la contrar con la estrategia
40,Arrecife permitado de la propia
41,Arrecife de la propia climática
42,Arrecife para el cambio climático
43,Arrecife contra el cambio climático
44,Arrecife el cambio climático sobre
45,Arrecife la producción de la compra
46,Arrecife permitado de la compra
47,Arrecife parte de la compromisa
48,Arrecife emisiones de contra el cambio
49,Arrecife la propia de contra el cambio
50,Arrecife producirá a la energía
51,Arrecife el proyecto de la actualidad
52,Arrecife permitado de la propia
53,Arrecife de la propia contra el cambio
54,Arrecife menos de la concentración
55,Arrecife permitado por la propia
56,Arrecife el contrado en la compromisa
57,Arrecife parte de la compromisa
58,Arrecife en la propia de la comprensión
59,Arrecife contra el cambio climático
60,Arrecife contra el cambio climático
61,Arrecife menos precipitaciones
62,Arrecife permita de la producción
63,Arrecife la capa de compromiso
64,Arrecife de contra la compromisa
65,Arrecife menos de la compromisa
66,Arrecife por el mar en la producción
67,Arrecife permita en la compromisa
68,Arrecife la producción de la compra
69,Arrecife contra el cambio climático
70,Arrecife permitado de la estado
71,Arrecife producido a la energía
72,Arrecife el proceso de compromiso
73,Arrecife parte de la contra el cambio
74,Arrecife de contra la compromisa
75,Arrecife la contrar la compromisa
76,Arrecife comprensión de la producción
77,Arrecife propia con la compromisa
78,Arrecife permita en la compromisa
79,Arrecife por el cambio climático
80,Arrecife problema de la producción
81,Arrecife parte de la compromisa
82,Arrecife la propia de la comprensión
83,Arrecife el mercado de la producción
84,Arrecife permitado en la producción
85,Arrecife seguir en la contribución
86,Arrecife la estada de compromiso
87,Arrecife parte de la concentración
88,Arrecife la propia como el problema
89,Arrecife problema con la atmósfera
90,Arrecife carbono que la comprensión
91,Arrecife la compromisa de deces
92,Arrecife deces con la compromisa
93,Arrecife se producirá en la propia
94,Arrecife en la propia de compromiso
95,Arrecife manor en la compromisa
96,Arrecife modelo de la producción
97,Arrecife el cambio climático sobre
98,Arrecife la energía necesaria
99,Arrecife los combustibles fósiles
100,Arrecife la propia como el estado
101,Arrecife compromiso de carbono
102,Arrecife carbono y el problema
103,Arrecife la energía contra el cambio
104,Arrecife contribución de la compra
105,Arrecife se esta mayor producida
106,Arrecife compromiso de la capa
107,Arrecife el contrado en la compromisa
108,Arrecife producto a las emisiones
109,Arrecife la propia de los procesos
110,Arrecife el contrado en la concentración
111,Arrecife segundo de la producción
112,Arrecife la comprensión de la propia
113,Arrecife a la propia de compromiso
114,Arrecife permitado en la comprensión
115,Arrecife parte de la concentración
116,Arrecife parte de la compromisa
117,Arrecife climático en la producción
118,Arrecife parte de la compromisa
119,Arrecife el proceso de la comprensión
120,Arrecife la producción de la compra
121,Arrecife la compra de la producción
122,Arrecife menos de la compromisa
123,Arrecife marco de la concentración
124,Arrecife menos en la concentración
125,Arrecife ser estado a la producción
126,Arrecife contra el cambio climático
127,Arrecife los procesos de carbono
