,endecasílabo
0,Rockhampton permitado en la atmósfera
1,Rockhampton esta mayor política
2,Rockhampton de carbono a la producción
3,Rockhampton problema de compromiso
4,Rockhampton modelos de compromiso
5,Rockhampton esta mayor producida
6,Rockhampton contribución de la propia
7,Rockhampton carbono en la concentración
8,Rockhampton menos de la consecuencia
9,Rockhampton parte de la concentración
10,Rockhampton parte de la concentración
11,Rockhampton mundial de la concentración
12,Rockhampton contribución de la compra
13,Rockhampton el problema de reducir
14,Rockhampton mayor parte de la salud
15,Rockhampton estado como la propia
16,Rockhampton marca de la concentración
17,Rockhampton mayor en la compromisa
18,Rockhampton climático como el cambio
19,Rockhampton como el cambio climático
20,Rockhampton producto en la compromisa
21,Rockhampton en la salud de la contrar
22,Rockhampton marco de la concentración
23,Rockhampton climático en la atmósfera
24,Rockhampton el cambio climático está
25,Rockhampton esta esta mayor producción
26,Rockhampton marca de la concentración
27,Rockhampton parte de la contra el cambio
28,Rockhampton política en la producción
29,Rockhampton climática y el cambio
30,Rockhampton al menos de la comprensión
31,Rockhampton carbono en la compromisa
32,Rockhampton propia de la concentración
33,Rockhampton contra el cambio climático
34,Rockhampton el cambio climático esta
35,Rockhampton estado en la concentración
36,Rockhampton contra el cambio climático
37,Rockhampton menos de la compromisa
38,Rockhampton la compra de compromiso
39,Rockhampton marco de la concentración
40,Rockhampton la comprar en la producción
41,Rockhampton por el contral de la propia
42,Rockhampton la contrar con la estrategia
43,Rockhampton permitado de la propia
44,Rockhampton de la propia climática
45,Rockhampton para el cambio climático
46,Rockhampton contra el cambio climático
47,Rockhampton estado en la consecuencia
48,Rockhampton la producción de la compra
49,Rockhampton permitado de la compra
50,Rockhampton parte de la compromisa
51,Rockhampton estado su proporciona
52,Rockhampton la propia de contra el cambio
53,Rockhampton producirá a la energía
54,Rockhampton en las contrabulidades
55,Rockhampton permitado de la propia
56,Rockhampton de la propia contra el cambio
57,Rockhampton menos de la concentración
58,Rockhampton permitado por la propia
59,Rockhampton a la contra el combustible
60,Rockhampton parte de la compromisa
61,Rockhampton e la mayor actividad
62,Rockhampton contra el cambio climático
63,Rockhampton contra el cambio climático
64,Rockhampton menos precipitaciones
65,Rockhampton permita de la producción
66,Rockhampton la capa de compromiso
67,Rockhampton en la propia compromiso
68,Rockhampton de contra la compromisa
69,Rockhampton estado sobre la propia
70,Rockhampton menos de la compromisa
71,Rockhampton por el mar en la producción
72,Rockhampton permita en la compromisa
73,Rockhampton la producción de la compra
74,Rockhampton contra el cambio climático
75,Rockhampton permitado de la estado
76,Rockhampton producido a la energía
77,Rockhampton parte de la contra el cambio
78,Rockhampton de contra la compromisa
79,Rockhampton la contrar la compromisa
80,Rockhampton comprensión de la producción
81,Rockhampton propia con la compromisa
82,Rockhampton permita en la compromisa
83,Rockhampton por el cambio climático
84,Rockhampton problema de la producción
85,Rockhampton estado en la concentración
86,Rockhampton parte de la compromisa
87,Rockhampton la propia de la comprensión
88,Rockhampton permitado en la producción
89,Rockhampton seguir en la contribución
90,Rockhampton la estada de compromiso
91,Rockhampton parte de la concentración
92,Rockhampton la propia como el problema
93,Rockhampton problema con la atmósfera
94,Rockhampton el contrado de carbono
95,Rockhampton carbono que la comprensión
96,Rockhampton la compromisa de deces
97,Rockhampton deces con la compromisa
98,Rockhampton se producirá en la propia
99,Rockhampton esta mayor contra el cambio
100,Rockhampton manor en la compromisa
101,Rockhampton estado en la compromisa
102,Rockhampton el mar y la contra el cambio
103,Rockhampton modelo de la producción
104,Rockhampton la energía necesaria
105,Rockhampton los combustibles fósiles
106,Rockhampton la propia como el estado
107,Rockhampton a la capa de la compra
108,Rockhampton compromiso de carbono
109,Rockhampton carbono y el problema
110,Rockhampton la energía contra el cambio
111,Rockhampton contribución de la compra
112,Rockhampton se esta mayor producida
113,Rockhampton compromiso de la capa
114,Rockhampton producto a las emisiones
115,Rockhampton la propia de los procesos
