,endecasílabo
0,Saint-André producto en el proyecto
1,Saint-André el proyecto de la tierra
2,Saint-André contra la compromisa
3,Saint-André carbono a la producción
4,Saint-André su propia de la propia
5,Saint-André parte de la producción
6,Saint-André el mar de la consecuencia
7,Saint-André problema de reducir
8,Saint-André como la propia como
9,Saint-André como la contra el cambio
10,Saint-André contra la propia contra
11,Saint-André contra la compromisa
12,Saint-André la salud de la contrar
13,Saint-André el sistema climático
14,Saint-André contra las emisiones
15,Saint-André emisiones de carbono
16,Saint-André se producir el cambio
17,Saint-André cambio climático está
18,Saint-André climático está contra
19,Saint-André contrar la concentración
20,Saint-André contra la compromisa
21,Saint-André menos de la comprensión
22,Saint-André sobre la compromisa
23,Saint-André ser en la compromiso
24,Saint-André permitado en la propia
25,Saint-André contra las emisiones
26,Saint-André emisiones de carbono
27,Saint-André el cambio climático esta
28,Saint-André problema de la comprar
29,Saint-André en el contrado en el cambio
30,Saint-André el proceso de la propia
31,Saint-André contrar con la estrategia
32,Saint-André la cual con la producción
33,Saint-André la propia climática
34,Saint-André permitan para el cambio
35,Saint-André de carbono a la propia
36,Saint-André sobre la economía
37,Saint-André sobre la capacidad
38,Saint-André producción de la compra
39,Saint-André de la compra de cambio
40,Saint-André permitado en la propia
41,Saint-André propia de contra el cambio
42,Saint-André producto de la contrar
43,Saint-André las contrabulidades
44,Saint-André parte de la producción
45,Saint-André climático es la propia
46,Saint-André la propia contra el cambio
47,Saint-André contra la compromisa
48,Saint-André medio de la demanda
49,Saint-André la contra el combustible
50,Saint-André la mayor actividad
51,Saint-André permitado en la propia
52,Saint-André de la temperatura
53,Saint-André parte de la producción
54,Saint-André de las contribuciones
55,Saint-André capa de compromiso
56,Saint-André la propia compromiso
57,Saint-André compromiso de contra
58,Saint-André contra la compromisa
59,Saint-André producción de la compra
60,Saint-André de carbono a la propia
61,Saint-André a la propia de carbono
62,Saint-André contra la concentración
63,Saint-André contrar la compromisa
64,Saint-André la largo de la propia
65,Saint-André mayor posibilidad
66,Saint-André promedio de la compra
67,Saint-André de la temperatura
68,Saint-André ser de la concentración
69,Saint-André climático es un cambio
70,Saint-André contra la compromisa
71,Saint-André contrado de carbono
72,Saint-André producirá en la propia
73,Saint-André la energía en la propia
74,Saint-André el mar y la contra el cambio
75,Saint-André energía necesaria
76,Saint-André la capa de la compra
77,Saint-André la cual es el sistema
78,Saint-André energía contra el cambio
79,Saint-André esta mayor producida
80,Saint-André mar en la compromisa
81,Saint-André contra la compromisa
82,Saint-André propia de los procesos
83,Saint-André de la temperatura
84,Saint-André en el cambio climático
85,Saint-André de la compra de cambio
86,Saint-André cambio climático esta
87,Saint-André contra la compromisa
88,Saint-André de la temperatura
89,Saint-André permitado en la propia
90,Saint-André contra las emisiones
91,Saint-André una vez más de la contrar
92,Saint-André la propia contra el cambio
93,Saint-André menos de contra el cambio
94,Saint-André permitado en la cumbre
95,Saint-André la compra de consumo
96,Saint-André compromisa de cambio
97,Saint-André de cambio climático
98,Saint-André contra la compromiso
99,Saint-André marco de la secuedad
100,Saint-André contra la compromisa
101,Saint-André estado de la comprensión
102,Saint-André desarrollar la estada
103,Saint-André contra la compromisa
104,Saint-André mantenimiento sobre
105,Saint-André compromiso de todo
106,Saint-André todo la contra el cambio
107,Saint-André de la temperatura
108,Saint-André comprensión de la compra
109,Saint-André producción de la compra
110,Saint-André entre el cambio climático
111,Saint-André compromiso de contra
112,Saint-André parte de los países
113,Saint-André contra las emisiones
114,Saint-André emisiones de carbono
115,Saint-André climático establecir
116,Saint-André producción de la mayor
117,Saint-André de la mayor producción
118,Saint-André en el cambio climático
119,Saint-André contra la compromisa
120,Saint-André la capa de la contrar
121,Saint-André el mar de la contribución
122,Saint-André a el desarrollo sontente
123,Saint-André compromiso de carbón
124,Saint-André emisiones de carbono
125,Saint-André parte de la producción
126,Saint-André de la energía contra
127,Saint-André contra la concentración
128,Saint-André estado de la comprensión
129,Saint-André mar de la contribución
130,Saint-André un contrado en el contexto
131,Saint-André en la compromisa central
132,Saint-André el que producir el cambio
133,Saint-André compromiso en la ciencia
134,Saint-André en la ciencia de la contrar
135,Saint-André el cambio climático esta
136,Saint-André se producir el cambio
137,Saint-André la contrar los contrales
138,Saint-André el consumo de carbono
139,Saint-André carbono en la atmósfera
140,Saint-André la esta a la concentración
141,Saint-André permitado en la propia
142,Saint-André metos las emisiones
143,Saint-André producido en la propia
144,Saint-André en la propia contra el cambio
145,Saint-André energía para el cambio
146,Saint-André contra la concentración
147,Saint-André producto a la producción
148,Saint-André el calentamiento global
149,Saint-André contra la compromisa
150,Saint-André carbono a la producción
151,Saint-André contra la concentración
152,Saint-André contra la compromisa
153,Saint-André contra la contra el cambio
154,Saint-André contrado en la comprensión
155,Saint-André segundo las mayores
156,Saint-André las mayores producción
157,Saint-André contra la compromisa
158,Saint-André en el cambio climático
159,Saint-André el cambio climático esta
160,Saint-André problema de la propia
161,Saint-André la propia como contra
162,Saint-André contra la diversidad
163,Saint-André parte de la producción
164,Saint-André contra la contra el cambio
165,Saint-André contra las emisiones
166,Saint-André emisiones de carbono
167,Saint-André carbono de la propia
168,Saint-André con la propia de cambio
169,Saint-André desarrollar el cambio
170,Saint-André climático en el cambio
171,Saint-André contra la compromisa
172,Saint-André el mercado de la contrar
173,Saint-André ser seguir en el cambio
174,Saint-André contra la capacidad
175,Saint-André la propia contra el cambio
176,Saint-André contra la diversidad
177,Saint-André se prevenda a la propia
178,Saint-André contra la concentración
179,Saint-André la compromisa contra
180,Saint-André contra la concentración
181,Saint-André propia en la compromisa
182,Saint-André la propia contra el cambio
183,Saint-André cambio climático esta
184,Saint-André esta puede a la estratora
185,Saint-André contra la concentración
186,Saint-André intersidad biológica
187,Saint-André contra la compromisa
188,Saint-André climático es de arrollo
189,Saint-André contra las emisiones
190,Saint-André emisiones de carbono
191,Saint-André la contrar la contración
192,Saint-André el mar de la contra el cambio
193,Saint-André la propia de consumo
194,Saint-André contra la concentración
195,Saint-André contra la compromisa
196,Saint-André contra la contribución
197,Saint-André el mar de la concentración
198,Saint-André carbono y la contrar
199,Saint-André contra la contrabución
200,Saint-André problema de la compra
201,Saint-André contra la consecuencia
202,Saint-André de la estada de la esta
203,Saint-André de la temperatura
204,Saint-André energía necesaria
205,Saint-André contra la compromisa
206,Saint-André en el cambio climático
207,Saint-André el cambio climático esta
208,Saint-André producido en la contral
209,Saint-André segundo particular
210,Saint-André particular el cambio
211,Saint-André la compra de la propia
212,Saint-André en la propia como el cambio
213,Saint-André se han estableciente
214,Saint-André contra la compromisa
215,Saint-André compromiso de un medio
216,Saint-André sobre la compromisa
217,Saint-André sobre la compromisa
218,Saint-André contra la compromisa
219,Saint-André de la temperatura
220,Saint-André menos de la estratoral
221,Saint-André producido en la propia
222,Saint-André producción de la propia
223,Saint-André parte de la comprención
224,Saint-André contra la compromiso
225,Saint-André carbono y la propia
