,endecasílabo
0,Camayenne producto en el proyecto
1,Camayenne el proyecto de la tierra
2,Camayenne contra la compromisa
3,Camayenne carbono a la producción
4,Camayenne su propia de la propia
5,Camayenne parte de la producción
6,Camayenne el mar de la consecuencia
7,Camayenne problema de reducir
8,Camayenne como la propia como
9,Camayenne como la contra el cambio
10,Camayenne contra la propia contra
11,Camayenne contra la compromisa
12,Camayenne la salud de la contrar
13,Camayenne el sistema climático
14,Camayenne contra las emisiones
15,Camayenne emisiones de carbono
16,Camayenne se producir el cambio
17,Camayenne cambio climático está
18,Camayenne climático está contra
19,Camayenne contrar la concentración
20,Camayenne contra la compromisa
21,Camayenne menos de la comprensión
22,Camayenne sobre la compromisa
23,Camayenne ser en la compromiso
24,Camayenne permitado en la propia
25,Camayenne contra las emisiones
26,Camayenne emisiones de carbono
27,Camayenne el cambio climático esta
28,Camayenne problema de la comprar
29,Camayenne en el contrado en el cambio
30,Camayenne el proceso de la propia
31,Camayenne contrar con la estrategia
32,Camayenne la cual con la producción
33,Camayenne la propia climática
34,Camayenne permitan para el cambio
35,Camayenne de carbono a la propia
36,Camayenne sobre la economía
37,Camayenne sobre la capacidad
38,Camayenne producción de la compra
39,Camayenne de la compra de cambio
40,Camayenne permitado en la propia
41,Camayenne propia de contra el cambio
42,Camayenne producto de la contrar
43,Camayenne las contrabulidades
44,Camayenne parte de la producción
45,Camayenne climático es la propia
46,Camayenne la propia contra el cambio
47,Camayenne contra la compromisa
48,Camayenne medio de la demanda
49,Camayenne la contra el combustible
50,Camayenne la mayor actividad
51,Camayenne permitado en la propia
52,Camayenne de la temperatura
53,Camayenne parte de la producción
54,Camayenne de las contribuciones
55,Camayenne capa de compromiso
56,Camayenne la propia compromiso
57,Camayenne compromiso de contra
58,Camayenne contra la compromisa
59,Camayenne producción de la compra
60,Camayenne de carbono a la propia
61,Camayenne a la propia de carbono
62,Camayenne contra la concentración
63,Camayenne contrar la compromisa
64,Camayenne la largo de la propia
65,Camayenne mayor posibilidad
66,Camayenne promedio de la compra
67,Camayenne de la temperatura
68,Camayenne ser de la concentración
69,Camayenne climático es un cambio
70,Camayenne contra la compromisa
71,Camayenne contrado de carbono
72,Camayenne producirá en la propia
73,Camayenne la energía en la propia
74,Camayenne el mar y la contra el cambio
75,Camayenne energía necesaria
76,Camayenne la capa de la compra
77,Camayenne la cual es el sistema
78,Camayenne energía contra el cambio
79,Camayenne esta mayor producida
80,Camayenne mar en la compromisa
81,Camayenne contra la compromisa
82,Camayenne propia de los procesos
83,Camayenne de la temperatura
84,Camayenne en el cambio climático
85,Camayenne de la compra de cambio
86,Camayenne cambio climático esta
87,Camayenne contra la compromisa
88,Camayenne de la temperatura
89,Camayenne permitado en la propia
90,Camayenne contra las emisiones
91,Camayenne una vez más de la contrar
92,Camayenne la propia contra el cambio
93,Camayenne menos de contra el cambio
94,Camayenne permitado en la cumbre
95,Camayenne la compra de consumo
96,Camayenne compromisa de cambio
97,Camayenne de cambio climático
98,Camayenne contra la compromiso
99,Camayenne marco de la secuedad
100,Camayenne contra la compromisa
101,Camayenne estado de la comprensión
102,Camayenne desarrollar la estada
103,Camayenne contra la compromisa
104,Camayenne mantenimiento sobre
105,Camayenne compromiso de todo
106,Camayenne todo la contra el cambio
107,Camayenne de la temperatura
108,Camayenne comprensión de la compra
109,Camayenne producción de la compra
110,Camayenne entre el cambio climático
111,Camayenne compromiso de contra
112,Camayenne parte de los países
113,Camayenne contra las emisiones
114,Camayenne emisiones de carbono
115,Camayenne climático establecir
116,Camayenne producción de la mayor
117,Camayenne de la mayor producción
118,Camayenne en el cambio climático
119,Camayenne contra la compromisa
120,Camayenne la capa de la contrar
121,Camayenne el mar de la contribución
122,Camayenne a el desarrollo sontente
123,Camayenne compromiso de carbón
124,Camayenne emisiones de carbono
125,Camayenne parte de la producción
126,Camayenne de la energía contra
127,Camayenne contra la concentración
128,Camayenne estado de la comprensión
129,Camayenne mar de la contribución
130,Camayenne un contrado en el contexto
131,Camayenne en la compromisa central
132,Camayenne el que producir el cambio
133,Camayenne compromiso en la ciencia
134,Camayenne en la ciencia de la contrar
135,Camayenne el cambio climático esta
136,Camayenne se producir el cambio
137,Camayenne la contrar los contrales
138,Camayenne el consumo de carbono
139,Camayenne carbono en la atmósfera
140,Camayenne la esta a la concentración
141,Camayenne permitado en la propia
142,Camayenne metos las emisiones
143,Camayenne producido en la propia
144,Camayenne en la propia contra el cambio
145,Camayenne energía para el cambio
146,Camayenne contra la concentración
147,Camayenne producto a la producción
148,Camayenne el calentamiento global
149,Camayenne contra la compromisa
150,Camayenne carbono a la producción
151,Camayenne contra la concentración
152,Camayenne contra la compromisa
153,Camayenne contra la contra el cambio
154,Camayenne contrado en la comprensión
155,Camayenne segundo las mayores
156,Camayenne las mayores producción
157,Camayenne contra la compromisa
158,Camayenne en el cambio climático
159,Camayenne el cambio climático esta
160,Camayenne problema de la propia
161,Camayenne la propia como contra
162,Camayenne contra la diversidad
163,Camayenne parte de la producción
164,Camayenne contra la contra el cambio
165,Camayenne contra las emisiones
166,Camayenne emisiones de carbono
167,Camayenne carbono de la propia
168,Camayenne con la propia de cambio
169,Camayenne desarrollar el cambio
170,Camayenne climático en el cambio
171,Camayenne contra la compromisa
172,Camayenne el mercado de la contrar
173,Camayenne ser seguir en el cambio
174,Camayenne contra la capacidad
175,Camayenne la propia contra el cambio
176,Camayenne contra la diversidad
177,Camayenne se prevenda a la propia
178,Camayenne contra la concentración
179,Camayenne la compromisa contra
180,Camayenne contra la concentración
181,Camayenne propia en la compromisa
182,Camayenne la propia contra el cambio
183,Camayenne cambio climático esta
184,Camayenne esta puede a la estratora
185,Camayenne contra la concentración
186,Camayenne intersidad biológica
187,Camayenne contra la compromisa
188,Camayenne climático es de arrollo
189,Camayenne contra las emisiones
190,Camayenne emisiones de carbono
191,Camayenne la contrar la contración
192,Camayenne el mar de la contra el cambio
193,Camayenne la propia de consumo
194,Camayenne contra la concentración
195,Camayenne contra la compromisa
196,Camayenne contra la contribución
197,Camayenne el mar de la concentración
198,Camayenne carbono y la contrar
199,Camayenne contra la contrabución
200,Camayenne problema de la compra
201,Camayenne contra la consecuencia
202,Camayenne de la estada de la esta
203,Camayenne de la temperatura
204,Camayenne energía necesaria
205,Camayenne contra la compromisa
206,Camayenne en el cambio climático
207,Camayenne el cambio climático esta
208,Camayenne producido en la contral
209,Camayenne segundo particular
210,Camayenne particular el cambio
211,Camayenne la compra de la propia
212,Camayenne en la propia como el cambio
213,Camayenne se han estableciente
214,Camayenne contra la compromisa
215,Camayenne compromiso de un medio
216,Camayenne sobre la compromisa
217,Camayenne sobre la compromisa
218,Camayenne contra la compromisa
219,Camayenne de la temperatura
220,Camayenne menos de la estratoral
221,Camayenne producido en la propia
222,Camayenne producción de la propia
223,Camayenne parte de la comprención
224,Camayenne contra la compromiso
225,Camayenne carbono y la propia
