,endecasílabo
0,Brooklyn producto en el proyecto
1,Brooklyn contra la compromisa
2,Brooklyn carbono a la producción
3,Brooklyn en el temperatura
4,Brooklyn su propia de la propia
5,Brooklyn el mar se desarrolla
6,Brooklyn parte de la producción
7,Brooklyn alto de la comprensión
8,Brooklyn problema de reducir
9,Brooklyn estado a los procesos
10,Brooklyn como la propia como
11,Brooklyn como la contra el cambio
12,Brooklyn contra la propia contra
13,Brooklyn el cambio climático
14,Brooklyn el cambio climático
15,Brooklyn contra la compromisa
16,Brooklyn la salud de la contrar
17,Brooklyn contra las emisiones
18,Brooklyn se producir el cambio
19,Brooklyn el cambio climático
20,Brooklyn cambio climático está
21,Brooklyn climático está contra
22,Brooklyn contrar la concentración
23,Brooklyn contra la compromisa
24,Brooklyn menos de la comprensión
25,Brooklyn sobre la compromisa
26,Brooklyn ser en la compromiso
27,Brooklyn permitado en la propia
28,Brooklyn contra las emisiones
29,Brooklyn estado contra el cambio
30,Brooklyn el cambio climático
31,Brooklyn problema de la comprar
32,Brooklyn el contral de la propia
33,Brooklyn estado en el proceso
34,Brooklyn contrar con la estrategia
35,Brooklyn la cual con la producción
36,Brooklyn la propia climática
37,Brooklyn estado en la comprensión
38,Brooklyn permitan para el cambio
39,Brooklyn de carbono a la propia
40,Brooklyn el cambio climático
41,Brooklyn sobre la economía
42,Brooklyn sobre la capacidad
43,Brooklyn producción de la compra
44,Brooklyn de la compra de cambio
45,Brooklyn permitado en la propia
46,Brooklyn propia de contra el cambio
47,Brooklyn producto de la contrar
48,Brooklyn las contrabulidades
49,Brooklyn es de la concentración
50,Brooklyn parte de la producción
51,Brooklyn climático es la propia
52,Brooklyn la propia contra el cambio
53,Brooklyn en el temperatura
54,Brooklyn estado se producir
55,Brooklyn el contrado en la propia
56,Brooklyn contra la compromisa
57,Brooklyn medio de la demanda
58,Brooklyn la contra el combustible
59,Brooklyn es proceso de cambio
60,Brooklyn la mayor actividad
61,Brooklyn permitado en la propia
62,Brooklyn a la temperatura
63,Brooklyn de la temperatura
64,Brooklyn parte de la producción
65,Brooklyn de las contribuciones
66,Brooklyn capa de compromiso
67,Brooklyn la propia compromiso
68,Brooklyn compromiso de contra
69,Brooklyn contra la compromisa
70,Brooklyn el mar en la producción
71,Brooklyn producción de la compra
72,Brooklyn de carbono a la propia
73,Brooklyn contra la concentración
74,Brooklyn contrar la compromisa
75,Brooklyn la largo de la propia
76,Brooklyn mayor posibilidad
77,Brooklyn el cambio climático
78,Brooklyn e de la compromisa
79,Brooklyn estado a la producción
80,Brooklyn promedio de la compra
81,Brooklyn de la temperatura
82,Brooklyn ser de la concentración
83,Brooklyn climático es un cambio
84,Brooklyn contra la compromisa
85,Brooklyn contrado de carbono
86,Brooklyn esta mayor producción
87,Brooklyn producirá en la propia
88,Brooklyn la energía en la propia
