,endecasílabo
0,Mahanoro producto en el proyecto
1,Mahanoro el proyecto de la tierra
2,Mahanoro contra la compromisa
3,Mahanoro carbono a la producción
4,Mahanoro su propia de la propia
5,Mahanoro parte de la producción
6,Mahanoro el mar de la consecuencia
7,Mahanoro problema de reducir
8,Mahanoro como la propia como
9,Mahanoro como la contra el cambio
10,Mahanoro contra la propia contra
11,Mahanoro contra la compromisa
12,Mahanoro la salud de la contrar
13,Mahanoro el sistema climático
14,Mahanoro contra las emisiones
15,Mahanoro emisiones de carbono
16,Mahanoro se producir el cambio
17,Mahanoro cambio climático está
18,Mahanoro climático está contra
19,Mahanoro contrar la concentración
20,Mahanoro contra la compromisa
21,Mahanoro menos de la comprensión
22,Mahanoro sobre la compromisa
23,Mahanoro ser en la compromiso
24,Mahanoro permitado en la propia
25,Mahanoro contra las emisiones
26,Mahanoro emisiones de carbono
27,Mahanoro el cambio climático esta
28,Mahanoro problema de la comprar
29,Mahanoro en el contrado en el cambio
30,Mahanoro el proceso de la propia
31,Mahanoro contrar con la estrategia
32,Mahanoro la cual con la producción
33,Mahanoro la propia climática
34,Mahanoro permitan para el cambio
35,Mahanoro de carbono a la propia
36,Mahanoro sobre la economía
37,Mahanoro sobre la capacidad
38,Mahanoro producción de la compra
39,Mahanoro de la compra de cambio
40,Mahanoro permitado en la propia
41,Mahanoro propia de contra el cambio
42,Mahanoro producto de la contrar
43,Mahanoro las contrabulidades
44,Mahanoro parte de la producción
45,Mahanoro climático es la propia
46,Mahanoro la propia contra el cambio
47,Mahanoro contra la compromisa
48,Mahanoro medio de la demanda
49,Mahanoro la contra el combustible
50,Mahanoro la mayor actividad
51,Mahanoro permitado en la propia
52,Mahanoro de la temperatura
53,Mahanoro parte de la producción
54,Mahanoro de las contribuciones
55,Mahanoro capa de compromiso
56,Mahanoro la propia compromiso
57,Mahanoro compromiso de contra
58,Mahanoro contra la compromisa
59,Mahanoro producción de la compra
60,Mahanoro de carbono a la propia
61,Mahanoro a la propia de carbono
62,Mahanoro contra la concentración
63,Mahanoro contrar la compromisa
64,Mahanoro la largo de la propia
65,Mahanoro mayor posibilidad
66,Mahanoro promedio de la compra
67,Mahanoro de la temperatura
68,Mahanoro ser de la concentración
69,Mahanoro climático es un cambio
70,Mahanoro contra la compromisa
71,Mahanoro contrado de carbono
72,Mahanoro producirá en la propia
73,Mahanoro la energía en la propia
74,Mahanoro el mar y la contra el cambio
75,Mahanoro energía necesaria
76,Mahanoro la capa de la compra
77,Mahanoro la cual es el sistema
78,Mahanoro energía contra el cambio
79,Mahanoro esta mayor producida
80,Mahanoro mar en la compromisa
81,Mahanoro contra la compromisa
82,Mahanoro propia de los procesos
83,Mahanoro de la temperatura
84,Mahanoro en el cambio climático
85,Mahanoro de la compra de cambio
86,Mahanoro cambio climático esta
87,Mahanoro contra la compromisa
88,Mahanoro de la temperatura
89,Mahanoro permitado en la propia
90,Mahanoro contra las emisiones
91,Mahanoro una vez más de la contrar
92,Mahanoro la propia contra el cambio
93,Mahanoro menos de contra el cambio
94,Mahanoro permitado en la cumbre
95,Mahanoro la compra de consumo
96,Mahanoro compromisa de cambio
97,Mahanoro de cambio climático
98,Mahanoro contra la compromiso
99,Mahanoro marco de la secuedad
100,Mahanoro contra la compromisa
101,Mahanoro estado de la comprensión
102,Mahanoro desarrollar la estada
103,Mahanoro contra la compromisa
104,Mahanoro mantenimiento sobre
105,Mahanoro compromiso de todo
106,Mahanoro todo la contra el cambio
107,Mahanoro de la temperatura
108,Mahanoro comprensión de la compra
109,Mahanoro producción de la compra
110,Mahanoro entre el cambio climático
111,Mahanoro compromiso de contra
112,Mahanoro parte de los países
113,Mahanoro contra las emisiones
114,Mahanoro emisiones de carbono
115,Mahanoro climático establecir
116,Mahanoro producción de la mayor
117,Mahanoro de la mayor producción
118,Mahanoro en el cambio climático
119,Mahanoro contra la compromisa
120,Mahanoro la capa de la contrar
121,Mahanoro el mar de la contribución
122,Mahanoro a el desarrollo sontente
123,Mahanoro compromiso de carbón
124,Mahanoro emisiones de carbono
125,Mahanoro parte de la producción
126,Mahanoro de la energía contra
127,Mahanoro contra la concentración
128,Mahanoro estado de la comprensión
129,Mahanoro mar de la contribución
130,Mahanoro un contrado en el contexto
131,Mahanoro en la compromisa central
132,Mahanoro el que producir el cambio
133,Mahanoro compromiso en la ciencia
134,Mahanoro en la ciencia de la contrar
135,Mahanoro el cambio climático esta
136,Mahanoro se producir el cambio
137,Mahanoro la contrar los contrales
138,Mahanoro el consumo de carbono
139,Mahanoro carbono en la atmósfera
140,Mahanoro la esta a la concentración
