,verse,terminacion
0,Frankston del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Frankston aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Frankston países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
3,Frankston los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
4,Frankston partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
5,Frankston de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Frankston para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
7,Frankston contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Frankston las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Frankston de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Frankston de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Frankston sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Frankston a el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
13,Frankston un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
14,Frankston ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
15,Frankston el consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
16,Frankston el calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Frankston contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Frankston guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
19,Frankston a la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
20,Frankston a la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
21,Frankston la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Frankston es de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Frankston el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
24,Frankston diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Frankston n el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
26,Frankston me considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
27,Frankston al siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
28,Frankston los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
29,Frankston se desalian el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
30,Frankston especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
31,Frankston ir el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
32,Frankston correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
33,Frankston para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
34,Frankston y los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
35,Frankston la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
36,Frankston de los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
37,Frankston de calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Frankston la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
39,Frankston contribución en la esta alla,"[<'a':V>, <'lla':ccV>]"
40,Frankston salia del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
41,Frankston que los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
42,Frankston la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
43,Frankston pertinente con la reda,"[<'re':cV>, <'da':cV>]"
44,Frankston la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
45,Frankston de la cantidad de tiempo,"[<'tiem':cvVc>, <'po':cV>]"
46,Frankston los procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
47,Frankston el amor con los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
48,Frankston e se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Frankston amor para que se poner,"[<'po':cV>, <'ner':cVc>]"
50,Frankston el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
51,Frankston de la oriente climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
52,Frankston la temperatura medio,"[<'me':cV>, <'dio':cvV>]"
53,Frankston medio albiente con su fecha,"[<'fec':cVc>, <'ha':cV>]"
54,Frankston los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
