,endecasílabo
0,Lower Hutt producto en el proyecto
1,Lower Hutt contra la compromisa
2,Lower Hutt carbono a la producción
3,Lower Hutt en el temperatura
4,Lower Hutt su propia de la propia
5,Lower Hutt el mar se desarrolla
6,Lower Hutt parte de la producción
7,Lower Hutt alto de la comprensión
8,Lower Hutt problema de reducir
9,Lower Hutt estado a los procesos
10,Lower Hutt como la propia como
11,Lower Hutt como la contra el cambio
12,Lower Hutt contra la propia contra
13,Lower Hutt el cambio climático
14,Lower Hutt el cambio climático
15,Lower Hutt contra la compromisa
16,Lower Hutt la salud de la contrar
17,Lower Hutt contra las emisiones
18,Lower Hutt se producir el cambio
19,Lower Hutt el cambio climático
20,Lower Hutt cambio climático está
21,Lower Hutt climático está contra
22,Lower Hutt contrar la concentración
23,Lower Hutt contra la compromisa
24,Lower Hutt menos de la comprensión
25,Lower Hutt sobre la compromisa
26,Lower Hutt ser en la compromiso
27,Lower Hutt permitado en la propia
28,Lower Hutt contra las emisiones
29,Lower Hutt estado contra el cambio
30,Lower Hutt el cambio climático
31,Lower Hutt problema de la comprar
32,Lower Hutt el contral de la propia
33,Lower Hutt estado en el proceso
34,Lower Hutt contrar con la estrategia
35,Lower Hutt la cual con la producción
36,Lower Hutt la propia climática
37,Lower Hutt estado en la comprensión
38,Lower Hutt permitan para el cambio
39,Lower Hutt de carbono a la propia
40,Lower Hutt el cambio climático
41,Lower Hutt sobre la economía
42,Lower Hutt sobre la capacidad
43,Lower Hutt producción de la compra
44,Lower Hutt de la compra de cambio
45,Lower Hutt permitado en la propia
46,Lower Hutt propia de contra el cambio
47,Lower Hutt producto de la contrar
48,Lower Hutt las contrabulidades
49,Lower Hutt es de la concentración
50,Lower Hutt parte de la producción
51,Lower Hutt climático es la propia
52,Lower Hutt la propia contra el cambio
53,Lower Hutt en el temperatura
54,Lower Hutt estado se producir
55,Lower Hutt el contrado en la propia
56,Lower Hutt contra la compromisa
57,Lower Hutt medio de la demanda
58,Lower Hutt la contra el combustible
59,Lower Hutt es proceso de cambio
60,Lower Hutt la mayor actividad
61,Lower Hutt permitado en la propia
62,Lower Hutt a la temperatura
63,Lower Hutt de la temperatura
64,Lower Hutt parte de la producción
65,Lower Hutt de las contribuciones
66,Lower Hutt capa de compromiso
67,Lower Hutt la propia compromiso
68,Lower Hutt compromiso de contra
69,Lower Hutt contra la compromisa
70,Lower Hutt el mar en la producción
71,Lower Hutt producción de la compra
72,Lower Hutt de carbono a la propia
73,Lower Hutt contra la concentración
74,Lower Hutt contrar la compromisa
75,Lower Hutt la largo de la propia
76,Lower Hutt mayor posibilidad
77,Lower Hutt el cambio climático
78,Lower Hutt e de la compromisa
79,Lower Hutt estado a la producción
80,Lower Hutt promedio de la compra
81,Lower Hutt de la temperatura
82,Lower Hutt ser de la concentración
83,Lower Hutt climático es un cambio
84,Lower Hutt contra la compromisa
85,Lower Hutt contrado de carbono
86,Lower Hutt esta mayor producción
87,Lower Hutt producirá en la propia
88,Lower Hutt la energía en la propia
89,Lower Hutt e el cambio climático
90,Lower Hutt la capa de la compra
91,Lower Hutt la cual es el sistema
92,Lower Hutt mar en la compromisa
93,Lower Hutt contra la compromisa
94,Lower Hutt el mar de contra el cambio
95,Lower Hutt propia de los procesos
96,Lower Hutt esta mayor producción
97,Lower Hutt esta contra el contexto
98,Lower Hutt de la temperatura
99,Lower Hutt estados a la propia
100,Lower Hutt de la compra de cambio
101,Lower Hutt el cambio climático
102,Lower Hutt cambio climático esta
103,Lower Hutt contra la compromisa
104,Lower Hutt de la temperatura
105,Lower Hutt estado en el proceso
106,Lower Hutt permitado en la propia
107,Lower Hutt contra las emisiones
108,Lower Hutt estado a la producción
109,Lower Hutt la propia contra el cambio
110,Lower Hutt estado en la producción
111,Lower Hutt menos de contra el cambio
112,Lower Hutt permitado en la cumbre
113,Lower Hutt la compra de consumo
114,Lower Hutt compromisa de cambio
115,Lower Hutt de cambio climático
116,Lower Hutt el cambio climático
117,Lower Hutt contra la compromiso
118,Lower Hutt marco de la secuedad
119,Lower Hutt contra la compromisa
120,Lower Hutt esta posibilidad
121,Lower Hutt desarrollar la estada
122,Lower Hutt contra la compromisa
123,Lower Hutt esta mayor el cambio
124,Lower Hutt mantenimiento sobre
125,Lower Hutt compromiso de todo
126,Lower Hutt todo la contra el cambio
127,Lower Hutt de la temperatura
128,Lower Hutt comprensión de la compra
129,Lower Hutt producción de la compra
130,Lower Hutt a por la concentración
131,Lower Hutt estado de la propia
132,Lower Hutt estado sin embargo
133,Lower Hutt embargo se producir
134,Lower Hutt compromiso de contra
135,Lower Hutt parte de los países
136,Lower Hutt contra las emisiones
137,Lower Hutt climático establecir
138,Lower Hutt en todo la producción
139,Lower Hutt producción de la mayor
140,Lower Hutt de la mayor producción
141,Lower Hutt estamos en el cambio
142,Lower Hutt contra la compromisa
143,Lower Hutt la capa de la contrar
144,Lower Hutt el cambio climático
145,Lower Hutt estado a el desarrollo
146,Lower Hutt compromiso de carbón
147,Lower Hutt parte de la producción
148,Lower Hutt de la energía contra
149,Lower Hutt contra la concentración
150,Lower Hutt mar de la contribución
151,Lower Hutt el desarrollo sobre
152,Lower Hutt a de la compromisa
153,Lower Hutt compromiso en la ciencia
154,Lower Hutt se producir el cambio
155,Lower Hutt en la temperatura
156,Lower Hutt la contrar los contrales
157,Lower Hutt carbono en la atmósfera
158,Lower Hutt el medio de las propias
159,Lower Hutt la esta a la concentración
160,Lower Hutt permitado en la propia
161,Lower Hutt metos las emisiones
162,Lower Hutt producido en la propia
163,Lower Hutt contra la concentración
164,Lower Hutt producto a la producción
165,Lower Hutt en el calentamiento
166,Lower Hutt contra la compromisa
167,Lower Hutt carbono a la producción
168,Lower Hutt contra la concentración
169,Lower Hutt contra la compromisa
170,Lower Hutt contra la contra el cambio
171,Lower Hutt contrado en la comprensión
172,Lower Hutt segundo las mayores
173,Lower Hutt las mayores producción
174,Lower Hutt contra la compromisa
175,Lower Hutt problema de la propia
176,Lower Hutt la propia como contra
177,Lower Hutt el cambio climático
178,Lower Hutt estados a la propia
179,Lower Hutt contra la diversidad
180,Lower Hutt parte de la producción
181,Lower Hutt contra la contra el cambio
182,Lower Hutt contra las emisiones
183,Lower Hutt carbono de la propia
184,Lower Hutt con la propia de cambio
185,Lower Hutt esta mayor producción
