,verse,terminacion
0,St Albans ir aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
1,St Albans los países o la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
2,St Albans si debería la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
3,St Albans los países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
4,St Albans nuestro parte de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
5,St Albans en los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
6,St Albans con partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
7,St Albans dicional de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
8,St Albans e las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,St Albans la temperatura en los palas,"[<'pa':cV>, <'las':cVs>]"
10,St Albans composiciones de la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
11,St Albans en un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
12,St Albans márido de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,St Albans la temperatura es un siglo,"[<'si':sv>, <'glo':ccV>]"
14,St Albans conterir la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,St Albans la contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,St Albans la base de la mayor parte,"[<'par':cVc>, <'te':cV>]"
17,St Albans de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
18,St Albans su mara de la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
19,St Albans gustos de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
20,St Albans los países de los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
21,St Albans de los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
22,St Albans el especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
23,St Albans también en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
24,St Albans los correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
25,St Albans gue para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
26,St Albans consecuencia y los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
27,St Albans ricado de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
28,St Albans de la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
29,St Albans de la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
30,St Albans la esta alla y la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
31,St Albans de la sonientia con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
32,St Albans en la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
33,St Albans con la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
34,St Albans en los procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
35,St Albans estar general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
36,St Albans la solidad de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
37,St Albans ir el amor con los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,St Albans la energía no en los dectriales,"[<'dec':cVc>, <'tria':ccvV>, <'les':cVs>]"
39,St Albans la concentración del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
40,St Albans umbre al calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
41,St Albans actividades políticos,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'cos':cVs>]"
42,St Albans políticos definitivas,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ti':cv>, <'vas':cVs>]"
43,St Albans con el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
44,St Albans la de la oriente climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
45,St Albans en la temperatura medio,"[<'me':cV>, <'dio':cvV>]"
46,St Albans de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
47,St Albans ente de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
48,St Albans ente a la seguridad entre,"[<'en':Vc>, <'tre':ccV>]"
49,St Albans de su procisa de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
50,St Albans la población de la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
51,St Albans tendrámente en la caleración,"[<'ca':cV>, <'le':cV>, <'ra':cV>, <'ción':cvVc>]"
52,St Albans que se pode para las partes,"[<'par':cVc>, <'tes':cVs>]"
53,St Albans en la cauta de las segundas,"[<'se':sV>, <'gun':cvc>, <'das':cVs>]"
54,St Albans de calidad y el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
55,St Albans la mayoría de la forma,"[<'for':cVc>, <'ma':cV>]"
56,St Albans de la forma de casa informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
57,St Albans la emisión de las decisiones,"[<'de':cV>, <'ci':cv>, <'sio':svV>, <'nes':cVs>]"
58,St Albans aumento del clima en la tierra,"[<'tie':cvV>, <'rra':ccV>]"
59,St Albans de las palieras de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
60,St Albans energética en el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
61,St Albans centir a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
62,St Albans de la mayoría del control,"[<'con':cVc>, <'trol':ccVc>]"
63,St Albans medio ambiente la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
64,St Albans bien en el correcionar nuestra,"[<'nues':cvVs>, <'tra':ccV>]"
65,St Albans de los comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
66,St Albans continuación de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
67,St Albans la población de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
68,St Albans por consumidor para estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
69,St Albans de la pertida de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
70,St Albans las decientes energéticos,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'cos':cVs>]"
71,St Albans modelo actual con el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
72,St Albans esta el mundo con el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
73,St Albans en el estema de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
74,St Albans de consumo con el estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
75,St Albans la concentración de los medios,"[<'me':cV>, <'dios':cvVs>]"
76,St Albans funda se se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
77,St Albans como un problema como el siglo,"[<'si':sv>, <'glo':ccV>]"
78,St Albans registrar como consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
79,St Albans como consecuencia del clima,"[<'cli':ccv>, <'ma':cV>]"
80,St Albans en la manor aliminación,"[<'a':V>, <'li':cv>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
81,St Albans o que se hace la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
82,St Albans contribuyen a los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
83,St Albans primer calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
84,St Albans las inversiones en el caso,"[<'ca':cV>, <'so':sV>]"
85,St Albans de los efectos finalistas,"[<'fi':cv>, <'na':cV>, <'lis':cvs>, <'tas':cVs>]"
86,St Albans contribución sobre el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
87,St Albans sobre el carbono y las partes,"[<'par':cVc>, <'tes':cVs>]"
88,St Albans de la previsión del acesto,"[<'a':V>, <'ces':cVs>, <'to':cV>]"
89,St Albans del acesto de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
90,St Albans el proceso de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
91,St Albans los países de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
92,St Albans de la actividad de las gases,"[<'ga':cV>, <'ses':sVs>]"
93,St Albans mente de la población están,"[<'es':Vs>, <'tán':cVc>]"
94,St Albans la sociedad de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
95,St Albans la población de la información,"[<'in':vc>, <'for':cVc>, <'ma':cV>, <'ción':cvVc>]"
96,St Albans previsión de los medios de este,"[<'es':Vs>, <'te':cV>]"
97,St Albans del gas de los altimos o antes,"[<'an':Vc>, <'tes':cVs>]"
98,St Albans por la buena contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
99,St Albans los países de la eficiencia,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'cia':cvV>]"
100,St Albans la combustión de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
101,St Albans puedo estar la salud humana,"[<'hu':cv>, <'ma':cV>, <'na':cV>]"
102,St Albans te parte de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
103,St Albans de las emisiones del nivel,"[<'ni':cv>, <'vel':cVc>]"
104,St Albans de los efectos para el amor,"[<'a':V>, <'mor':cVc>]"
105,St Albans contente de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
106,St Albans cantidad de mantenida entre,"[<'en':Vc>, <'tre':ccV>]"
107,St Albans mantenida entre la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
108,St Albans con el calentamiento medio,"[<'me':cV>, <'dio':cvV>]"
109,St Albans pueden el mercado que el amor,"[<'a':V>, <'mor':cVc>]"
110,St Albans mercado que el amor de viento,"[<'vien':cvVc>, <'to':cV>]"
111,St Albans de la segunda concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
112,St Albans las países para virturar,"[<'vi':cv>, <'rtu':ccv>, <'rar':cVc>]"
113,St Albans a forma de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
