,endecasílabo
0,Rotorua permitado en la atmósfera
1,Rotorua en el proyecto de la tierra
2,Rotorua de carbono a la producción
3,Rotorua problema de compromiso
4,Rotorua modelos de compromiso
5,Rotorua contribución de la propia
6,Rotorua entre el mar de la concentración
7,Rotorua carbono en la concentración
8,Rotorua menos de la consecuencia
9,Rotorua parte de la concentración
10,Rotorua parte de la concentración
11,Rotorua mundial de la concentración
12,Rotorua contribución de la compra
13,Rotorua mayor parte de la salud
14,Rotorua marca de la concentración
15,Rotorua mayor en la compromisa
16,Rotorua climático como el cambio
17,Rotorua como el cambio climático
18,Rotorua producto en la compromisa
19,Rotorua el petróleo y la propia
20,Rotorua marco de la concentración
21,Rotorua climático en la atmósfera
22,Rotorua está contra la compromica
23,Rotorua marca de la concentración
24,Rotorua parte de la contra el cambio
25,Rotorua política en la producción
26,Rotorua climática y el cambio
27,Rotorua carbono en la compromisa
28,Rotorua propia de la concentración
29,Rotorua contra el cambio climático
30,Rotorua contra el cambio climático
31,Rotorua el cambio climático sobre
32,Rotorua menos de la compromisa
33,Rotorua la compra de compromiso
34,Rotorua marco de la concentración
35,Rotorua la comprar en la producción
36,Rotorua por el contral de la propia
37,Rotorua el contral de la propia contra
38,Rotorua en el proceso de la propia
39,Rotorua la contrar con la estrategia
40,Rotorua permitado de la propia
41,Rotorua de la propia climática
42,Rotorua para el cambio climático
43,Rotorua contra el cambio climático
44,Rotorua el cambio climático sobre
45,Rotorua la producción de la compra
46,Rotorua permitado de la compra
47,Rotorua parte de la compromisa
48,Rotorua emisiones de contra el cambio
49,Rotorua la propia de contra el cambio
50,Rotorua producirá a la energía
51,Rotorua el proyecto de la actualidad
52,Rotorua permitado de la propia
53,Rotorua de la propia contra el cambio
54,Rotorua menos de la concentración
55,Rotorua permitado por la propia
56,Rotorua el contrado en la compromisa
57,Rotorua parte de la compromisa
58,Rotorua en la propia de la comprensión
59,Rotorua contra el cambio climático
60,Rotorua contra el cambio climático
61,Rotorua menos precipitaciones
62,Rotorua permita de la producción
63,Rotorua la capa de compromiso
64,Rotorua de contra la compromisa
65,Rotorua menos de la compromisa
66,Rotorua por el mar en la producción
67,Rotorua permita en la compromisa
68,Rotorua la producción de la compra
69,Rotorua contra el cambio climático
