,verse,terminacion
0,San Bartolomé ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,San Bartolomé la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,San Bartolomé de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,San Bartolomé de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,San Bartolomé entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
5,San Bartolomé países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,San Bartolomé contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,San Bartolomé eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
8,San Bartolomé de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,San Bartolomé marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,San Bartolomé los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,San Bartolomé de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
12,San Bartolomé de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,San Bartolomé es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
14,San Bartolomé la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,San Bartolomé s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
16,San Bartolomé de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
17,San Bartolomé la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
18,San Bartolomé nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
19,San Bartolomé estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
20,San Bartolomé de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,San Bartolomé para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
