,verse,terminacion
0,Tamworth del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Tamworth aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Tamworth países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
3,Tamworth los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
4,Tamworth partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
5,Tamworth de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Tamworth para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
7,Tamworth contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Tamworth las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Tamworth de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Tamworth de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Tamworth sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Tamworth a el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
13,Tamworth un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
14,Tamworth ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
15,Tamworth el consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
16,Tamworth el calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Tamworth contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Tamworth guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
19,Tamworth a la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
20,Tamworth a la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
21,Tamworth la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Tamworth es de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Tamworth el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
24,Tamworth diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Tamworth n el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
26,Tamworth me considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
27,Tamworth al siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
28,Tamworth los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
29,Tamworth se desalian el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
30,Tamworth especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
31,Tamworth ir el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
32,Tamworth correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
33,Tamworth para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
34,Tamworth y los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
35,Tamworth la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
36,Tamworth de los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
37,Tamworth de calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Tamworth la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
39,Tamworth contribución en la esta alla,"[<'a':V>, <'lla':ccV>]"
40,Tamworth salia del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
41,Tamworth que los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
42,Tamworth la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
43,Tamworth pertinente con la reda,"[<'re':cV>, <'da':cV>]"
44,Tamworth la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
45,Tamworth de la cantidad de tiempo,"[<'tiem':cvVc>, <'po':cV>]"
46,Tamworth los procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
47,Tamworth el amor con los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
48,Tamworth e se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Tamworth amor para que se poner,"[<'po':cV>, <'ner':cVc>]"
50,Tamworth el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
51,Tamworth de la oriente climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
52,Tamworth la temperatura medio,"[<'me':cV>, <'dio':cvV>]"
53,Tamworth medio albiente con su fecha,"[<'fec':cVc>, <'ha':cV>]"
54,Tamworth los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
55,Tamworth por el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
56,Tamworth escala de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
57,Tamworth la forma de casa informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
58,Tamworth el consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
59,Tamworth r para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
60,Tamworth se podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
61,Tamworth y las oficinas para,"[<'pa':cV>, <'ra':cV>]"
62,Tamworth marcha de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
63,Tamworth la mayoría del control,"[<'con':cVc>, <'trol':ccVc>]"
64,Tamworth con bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
65,Tamworth o de los comparaciones,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'cio':cvV>, <'nes':cVs>]"
66,Tamworth los comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
