,endecasílabo
0,Auburn del proyecto la actividad
1,Auburn aumento de los países
2,Auburn países de nuestro parte
3,Auburn los eficientes con partes
4,Auburn partes de la economía
5,Auburn de los s en el carbono
6,Auburn para marcio a la presencia
7,Auburn contonce más el peligro
8,Auburn las partes de la biosfera
9,Auburn de la biosfera de precios
10,Auburn de la alternción de la salud
11,Auburn sa amplia de la concentración
12,Auburn a el mismo para la salud
13,Auburn un forzamiento márido
14,Auburn ndia de las concentraciones
15,Auburn el consumo en la segunda
16,Auburn el calentamiento mientras
17,Auburn contribución del proceso
18,Auburn guardo estado a la subida
19,Auburn a la base de la mayor
20,Auburn a la mituda en la unfcca
21,Auburn la actual de las cubiertales
22,Auburn es de algunos importantes
23,Auburn el aumento del madida
24,Auburn diración de los países
25,Auburn n el que debe el mercado
26,Auburn me considerable al siglo
27,Auburn al siglo xx los estados
28,Auburn los metos de la ingenida
29,Auburn se desalian el especie
30,Auburn especie de los efectos
31,Auburn ir el estado de cumbre
32,Auburn correstos de alternaciones
33,Auburn para la temperatura
34,Auburn y los países de efectos
35,Auburn la conferencia se pueden
36,Auburn de los periodos de calor
37,Auburn de calor de los países
38,Auburn la tierra por un consenso
39,Auburn contribución en la esta alla
40,Auburn salia del calentamiento
41,Auburn que los neoliberales
42,Auburn la aperación de la centra
43,Auburn pertinente con la reda
44,Auburn la reda de la cantidad
45,Auburn de la cantidad de tiempo
46,Auburn los procesos de la inversión
47,Auburn el amor con los países
48,Auburn e se se puede ser tener
49,Auburn amor para que se poner
50,Auburn el consumo de un recurso
51,Auburn de la oriente climática
52,Auburn la temperatura medio
53,Auburn medio albiente con su fecha
54,Auburn los combustibles fósiles
55,Auburn por el paso de la guerra
56,Auburn escala de la población
57,Auburn la forma de casa informe
58,Auburn el consumo de emisiones
59,Auburn r para mayor aumento
60,Auburn se podría energética
61,Auburn y las oficinas para
62,Auburn marcha de la mayoría
63,Auburn la mayoría del control
64,Auburn con bien en el correcionar
65,Auburn o de los comparaciones
66,Auburn los comparaciones de esta
67,Auburn a por consumidor para
68,Auburn el siglo xx que los partes
69,Auburn de las pautas de emisiones
70,Auburn utica de la pertida
71,Auburn la pertida de la tierra
72,Auburn decientes energéticos
73,Auburn se puede ser concentración
74,Auburn ser concentración del caso
75,Auburn de la tierra en contribución
76,Auburn el estema de consumo
77,Auburn consumo con el estado
78,Auburn concentración de los medios
79,Auburn la manor aliminación
80,Auburn que se hace la energía
81,Auburn disponibles contribuyen
82,Auburn el aumento del problema
83,Auburn a primer calentamiento
84,Auburn que están en el medio ambiente
85,Auburn lización de los efectos
86,Auburn proceso de los países
87,Auburn e la tierra y contención
88,Auburn y contención de los partes
89,Auburn la actividad de las gases
90,Auburn sociedad de la población
91,Auburn ista disculpa en la lado
92,Auburn ró el mismo de los asuntos
93,Auburn la previsión de los medios
94,Auburn de carbono e internacional
95,Auburn el problema de emisiones
96,Auburn e del gas de los altimos
97,Auburn gas de los altimos o antes
98,Auburn de los alternos de especies
99,Auburn parte de las emisiones
100,Auburn las emisiones del nivel
101,Auburn los efectos para el amor
102,Auburn para el amor de la función
103,Auburn cantidad de mantenida
104,Auburn el calentamiento medio
105,Auburn dida de las emisiones
106,Auburn forma de la concentración
107,Auburn contentación de energía
108,Auburn de esta curstión de los años
