,verse,terminacion
0,Budapest proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Budapest en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Budapest de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Budapest ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Budapest los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Budapest los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Budapest la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Budapest as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Budapest nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Budapest márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Budapest es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Budapest de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Budapest consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Budapest de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Budapest calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Budapest las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Budapest la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Budapest la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Budapest te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Budapest de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Budapest ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Budapest es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Budapest de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Budapest es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Budapest compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Budapest carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Budapest e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Budapest en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Budapest re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Budapest el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Budapest considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Budapest lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Budapest el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Budapest de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Budapest en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Budapest de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Budapest los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Budapest los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Budapest calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Budapest e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Budapest permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Budapest de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Budapest contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Budapest de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Budapest los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Budapest io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Budapest timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Budapest general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Budapest se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Budapest umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,Budapest ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,Budapest en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,Budapest de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Budapest s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,Budapest n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,Budapest la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,Budapest el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,Budapest ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,Budapest de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,Budapest ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,Budapest por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,Budapest e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,Budapest a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,Budapest de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,Budapest consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,Budapest de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,Budapest se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,Budapest e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,Budapest para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
69,Budapest del mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
70,Budapest consideración para,"[<'pa':cV>, <'ra':cV>]"
71,Budapest inda de las palieras,"[<'pa':cV>, <'lie':cvV>, <'ras':cVs>]"
72,Budapest cuentia de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
73,Budapest podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
74,Budapest a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
75,Budapest las oficinas para,"[<'pa':cV>, <'ra':cV>]"
76,Budapest bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
77,Budapest de los comparaciones,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'cio':cvV>, <'nes':cVs>]"
78,Budapest comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
79,Budapest por consumidor para,"[<'pa':cV>, <'ra':cV>]"
80,Budapest siglo xx que los partes,"[<'par':cVc>, <'tes':cVs>]"
81,Budapest los combustibles fueron,"[<'fue':cvV>, <'ron':cVc>]"
82,Budapest entarión de las pautas,"[<'pau':cVv>, <'tas':cVs>]"
83,Budapest las pautas de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
84,Budapest energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
85,Budapest puede ser concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
86,Budapest concentración del caso,"[<'ca':cV>, <'so':sV>]"
87,Budapest se se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
88,Budapest así como un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
89,Budapest s de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
90,Budapest consecuencia del clima,"[<'cli':ccv>, <'ma':cV>]"
91,Budapest del clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
92,Budapest aumento del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
93,Budapest primer calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
94,Budapest calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
95,Budapest global de la estudida,"[<'es':Vs>, <'tu':cv>, <'di':cv>, <'da':cV>]"
96,Budapest ientia de la previsión,"[<'pre':ccV>, <'vi':cv>, <'sión':svVc>]"
97,Budapest e de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
98,Budapest la tierra y contención,"[<'con':cVc>, <'ten':cVc>, <'ción':cvVc>]"
99,Budapest contención de los partes,"[<'par':cVc>, <'tes':cVs>]"
100,Budapest ente de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
101,Budapest de las gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
102,Budapest mente de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
103,Budapest de la población están,"[<'es':Vs>, <'tán':cVc>]"
104,Budapest previsión de los medios,"[<'me':cV>, <'dios':cvVs>]"
105,Budapest carbono e internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
106,Budapest problema de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
107,Budapest del gas de los altimos,"[<'al':Vc>, <'ti':cv>, <'mos':cVs>]"
108,Budapest de los altimos o antes,"[<'an':Vc>, <'tes':cVs>]"
