,verse,terminacion
0,Guía de Isora ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Guía de Isora la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Guía de Isora de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Guía de Isora de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Guía de Isora entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
5,Guía de Isora países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Guía de Isora contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Guía de Isora eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
8,Guía de Isora de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Guía de Isora marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Guía de Isora los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Guía de Isora de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
12,Guía de Isora de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,Guía de Isora es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
14,Guía de Isora la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,Guía de Isora s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
16,Guía de Isora de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
17,Guía de Isora la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
18,Guía de Isora nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
19,Guía de Isora estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
20,Guía de Isora de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Guía de Isora para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
22,Guía de Isora gustos de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Guía de Isora la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
24,Guía de Isora de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Guía de Isora la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
26,Guía de Isora la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
27,Guía de Isora en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
28,Guía de Isora el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
29,Guía de Isora que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
30,Guía de Isora el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
31,Guía de Isora cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
32,Guía de Isora en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
33,Guía de Isora s es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
34,Guía de Isora es un convenio sobre,"[<'so':sV>, <'bre':ccV>]"
35,Guía de Isora de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
36,Guía de Isora medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
